,0,1,2
857,857,2018-08-07,west bengal
858,858,2018-08-07,thrissur
859,859,2018-08-02,assam
860,860,2018-08-02,west bengal
861,861,2018-08-02,sagar
862,862,2018-09-01,uttar pradesh
863,863,2018-09-23,haryana
864,864,2018-09-23,punjab
865,865,2019-06-28,maharashtra
866,866,2019-06-28,mumbai
867,867,2019-06-28,pune
868,868,2019-07-14,assam
869,869,2019-07-14,bihar
870,870,2019-07-14,goa
871,871,2019-07-14,himachal pradesh
872,872,2019-07-14,karnataka
873,873,2019-07-14,kerala
874,874,2019-07-14,maharashtra
875,875,2019-07-14,odisha
876,876,2019-07-14,punjab
877,877,2019-07-14,rajasthan
878,878,2019-07-14,uttar pradesh
879,879,2019-07-14,west bengal
880,880,2019-07-14,dibrugarh
881,881,2019-07-14,jorhat
882,882,2019-07-14,nagaon
883,883,2019-07-14,hailakandi
884,884,2019-07-14,muzaffarpur
885,885,2019-07-14,purnia
886,886,2019-07-14,darbhanga
887,887,2019-07-14,katihar
888,888,2019-07-14,sagar
889,889,2019-07-14,kokrajhar
890,890,2019-07-14,bongaigaon
891,891,2019-07-14,nalbari
892,892,2019-07-14,nagaon
893,893,2019-07-14,tinsukia
894,894,2019-07-14,dibrugarh
895,895,2019-07-14,jorhat
896,896,2019-08-12,kerala
897,897,2019-08-12,maharashtra
898,898,2019-08-12,odisha
899,899,2019-08-12,west bengal
900,900,2019-10-19,karnataka
901,901,2019-10-19,kerala
902,902,2019-10-19,tamil nadu
903,903,2019-10-19,belagavi
904,904,2019-11-29,tamil nadu
905,905,2019-11-29,coimbatore
906,906,1968-08-01,surat
907,907,1968-10-03,sikkim
908,908,1968-11-06,patna
909,909,1970-09-01,aurangabad
910,910,1973-06-08,assam
911,911,1973-06-22,assam
912,912,1973-07-15,madhya pradesh
913,913,1973-07-15,odisha
914,914,1973-07-22,shimla
915,915,1973-10-01,bihar
916,916,1973-10-01,uttar pradesh
917,917,1974-07-01,mumbai
918,918,1974-07-22,thiruvananthapuram
919,919,1975-05-15,dibrugarh
920,920,1975-05-15,dibrugarh
921,921,1975-06-22,goa
922,922,1975-06-22,dibrugarh
923,923,1975-06-22,silchar
924,924,1975-06-22,sagar
925,925,1975-06-22,dibrugarh
926,926,1975-08-15,kolkata
927,927,1975-07-22,muzaffarpur
928,928,1975-07-22,darbhanga
929,929,1975-08-25,patna
930,930,1975-09-08,cuttack
931,931,1975-09-08,sambalpur
932,932,1975-09-08,puri
933,933,1975-09-08,balasore
934,934,1975-07-15,rajasthan
935,935,1975-07-15,nagpur
936,936,1975-08-01,ramgarh
937,937,1975-08-01,jaipur
938,938,1975-08-01,ajmer
939,939,1975-08-01,alwar
940,940,1975-09-01,kota
941,941,1975-07-01,agra
942,942,1975-06-20,mumbai
943,943,1975-08-01,hyderabad
944,944,1975-10-08,nellore
945,945,1975-10-08,kurnool
946,946,1975-10-08,patna
947,947,1975-11-01,thiruvananthapuram
948,948,1975-11-01,kottayam
949,949,1976-06-08,silchar
950,950,1976-06-08,karimganj
951,951,1976-07-15,goa
952,952,1976-07-15,tezu
953,953,1976-07-15,sagar
954,954,1976-08-08,cuttack
955,955,1976-08-08,puri
956,956,1976-09-08,uttar pradesh
957,957,1976-09-08,varanasi
958,958,1976-08-18,delhi
959,959,1976-08-01,haryana
960,960,1976-08-01,rohtak
961,961,1976-08-01,amritsar
962,962,1976-08-08,jammu
963,963,1975-08-01,jodhpur
964,964,1975-08-01,alwar
965,965,1976-09-22,kota
966,966,1976-08-22,ahmedabad
967,967,1976-07-31,gujarat
968,968,1976-07-31,pune
969,969,1976-07-31,nashik
970,970,1976-07-31,thane
971,971,1976-07-31,solapur
972,972,1976-07-01,khammam
973,973,1976-07-22,thiruvananthapuram
974,974,1976-07-22,kozhikode
975,975,1976-07-22,kottayam
976,976,1976-10-08,coimbatore
977,977,1976-11-15,coimbatore
978,978,1978-08-01,telangana
979,979,1978-08-01,guntur
980,980,1978-08-01,khammam
981,981,1978-08-01,mahbubnagar
982,982,1978-06-22,tezpur
983,983,1978-06-22,north lakhimpur
984,984,1978-06-22,sagar
985,985,1978-06-22,tezpur
986,986,1978-07-15,goa
987,987,1978-08-08,diphu
988,988,1978-08-15,malda
989,989,1978-09-08,malda
990,990,1978-09-22,kolkata
991,991,1978-10-01,howrah
992,992,1978-07-15,muzaffarpur
993,993,1978-07-15,darbhanga
994,994,1978-07-15,mon
995,995,1978-08-01,patna
996,996,1978-08-01,gaya
997,997,1978-08-08,patna
998,998,1978-08-08,mon
999,999,1978-08-15,katihar
1000,1000,1978-08-15,mon
1001,1001,1978-09-08,mon
1002,1002,1978-09-22,gaya
1003,1003,1978-09-22,nagpur
1004,1004,1978-10-01,patna
1005,1005,1978-03-01,delhi
1006,1006,1978-08-01,delhi
1007,1007,1978-09-01,delhi
1008,1008,1978-09-01,gurgaon
1009,1009,1978-09-01,panipat
1010,1010,1978-09-01,karnal
1011,1011,1978-07-22,solan
1012,1012,1978-08-15,bilaspur
1013,1013,1978-08-15,solan
1014,1014,1978-02-01,jabalpur
1015,1015,1978-07-22,raipur
1016,1016,1978-07-22,jabalpur
1017,1017,1978-08-01,jabalpur
1018,1018,1978-08-15,raipur
1019,1019,1978-08-22,indore
1020,1020,1978-02-01,nagpur
1021,1021,1978-06-08,mumbai
1022,1022,1978-07-22,akola
1023,1023,1978-08-22,nagpur
1024,1024,1978-08-22,akola
1025,1025,1978-08-15,anand
1026,1026,1978-07-22,hoshiarpur
1027,1027,1978-08-01,ludhiana
1028,1028,1978-08-03,ludhiana
1029,1029,1978-08-03,patiala
1030,1030,1978-08-03,hoshiarpur
1031,1031,1978-08-03,kapurthala
1032,1032,1978-07-15,jaipur
1033,1033,1978-07-15,bikaner
1034,1034,1978-07-15,alwar
1035,1035,1978-07-15,sikar
1036,1036,1978-06-22,jaipur
1037,1037,1978-06-22,bikaner
1038,1038,1978-06-22,alwar
1039,1039,1978-06-22,sikar
1040,1040,1978-11-01,coimbatore
1041,1041,1978-11-01,salem
1042,1042,1978-07-22,tripura
1043,1043,1978-06-15,almora
1044,1044,1978-07-15,agra
1045,1045,1978-08-01,meerut
1046,1046,1978-08-01,bareilly
1047,1047,1978-08-01,moradabad
1048,1048,1978-08-08,varanasi
1049,1049,1978-08-08,allahabad
1050,1050,1978-09-01,meerut
1051,1051,1978-09-01,varanasi
1052,1052,1978-09-01,allahabad
1053,1053,1978-09-01,moradabad
1054,1054,1978-09-01,dehradun
1055,1055,1978-09-08,gwalior
1056,1056,1978-09-08,lucknow
1057,1057,1978-09-08,agra
1058,1058,1978-09-08,varanasi
1059,1059,1978-09-08,allahabad
1060,1060,1978-09-22,varanasi
1061,1061,1979-11-15,guntur
1062,1062,1979-06-30,guwahati
1063,1063,1979-07-01,dibrugarh
1064,1064,1979-07-01,sagar
1065,1065,1979-07-01,dibrugarh
1066,1066,1979-07-22,goa
1067,1067,1979-08-11,rajkot
1068,1068,1979-07-08,jammu
1069,1069,1979-07-29,kozhikode
1070,1070,1979-08-03,indore
1071,1071,1979-10-08,ujjain
1072,1072,1979-10-08,ratlam
1073,1073,1979-01-22,nagpur
1074,1074,1979-06-24,mumbai
1075,1075,1979-07-08,nagpur
1076,1076,1979-08-01,nagpur
1077,1077,1979-07-03,nagpur
1078,1078,1979-08-08,nagpur
1079,1079,1979-09-16,pune
1080,1080,1979-09-25,aurangabad
1081,1081,1979-09-27,solapur
1082,1082,1979-11-04,solapur
1083,1083,1979-02-21,delhi
1084,1084,1979-07-08,nagpur
1085,1085,1979-07-08,jodhpur
1086,1086,1979-07-08,kota
1087,1087,1979-07-08,ajmer
1088,1088,1979-07-08,bhilwara
1089,1089,1979-07-08,sikar
1090,1090,1979-07-08,tonk
1091,1091,1979-08-03,jodhpur
1092,1092,1979-07-22,gangtok
1093,1093,1979-11-17,coimbatore
1094,1094,1979-11-13,madurai
1095,1095,1979-11-12,tirunelveli
1096,1096,1979-07-10,siliguri
1097,1097,1979-08-05,howrah
1098,1098,1980-06-15,dibrugarh
1099,1099,1980-06-15,dibrugarh
1100,1100,1980-06-08,sagar
1101,1101,1980-08-08,goa
1102,1102,1980-08-08,dibrugarh
1103,1103,1980-08-08,sagar
1104,1104,1980-08-08,dibrugarh
1105,1105,1980-07-15,bhagalpur
1106,1106,1980-07-15,darbhanga
1107,1107,1980-08-08,patna
1108,1108,1980-08-08,bhagalpur
1109,1109,1980-08-08,muzaffarpur
1110,1110,1980-08-08,darbhanga
1111,1111,1980-08-08,begusarai
1112,1112,1980-08-08,katihar
1113,1113,1980-08-08,mon
1114,1114,1980-06-22,bhavnagar
1115,1115,1980-06-22,jamnagar
1116,1116,1980-07-08,karnal
1117,1117,1980-07-08,ambala
1118,1118,1980-07-01,delhi
1119,1119,1980-07-08,delhi
1120,1120,1980-07-08,chandigarh
1121,1121,1980-07-08,chandigarh
1122,1122,1980-07-08,jammu
1123,1123,1980-06-15,thiruvananthapuram
1124,1124,1980-06-15,kozhikode
1125,1125,1980-07-01,kozhikode
1126,1126,1980-07-01,kottayam
1127,1127,1980-08-22,thiruvananthapuram
1128,1128,1980-08-22,kozhikode
1129,1129,1980-09-22,kottayam
1130,1130,1980-10-01,kozhikode
1131,1131,1980-07-01,raipur
1132,1132,1980-08-31,jabalpur
1133,1133,1980-09-15,raipur
1134,1134,1980-09-15,raigarh
1135,1135,1980-06-15,mumbai
1136,1136,1980-07-01,mumbai
1137,1137,1980-08-04,mumbai
1138,1138,1980-08-21,mumbai
1139,1139,1980-07-01,goa
1140,1140,1980-08-04,thane
1141,1141,1980-08-15,aurangabad
1142,1142,1980-08-15,akola
1143,1143,1980-08-15,amravati
1144,1144,1980-09-01,nagpur
1145,1145,1980-09-01,amravati
1146,1146,1980-10-05,manipur
1147,1147,1980-08-01,puri
1148,1148,1980-09-15,cuttack
1149,1149,1980-09-15,sambalpur
1150,1150,1980-09-15,puri
1151,1151,1980-07-08,ludhiana
1152,1152,1980-07-08,patiala
1153,1153,1980-07-08,hoshiarpur
1154,1154,1980-07-08,kapurthala
1155,1155,1980-07-08,alwar
1156,1156,1980-08-22,sikkim
1157,1157,1980-07-01,coimbatore
1158,1158,1980-07-15,lucknow
1159,1159,1980-07-15,bareilly
1160,1160,1980-08-01,puri
1161,1161,1980-08-01,lucknow
1162,1162,1980-08-01,kanpur
1163,1163,1980-08-01,varanasi
1164,1164,1980-08-01,allahabad
1165,1165,1980-08-01,moradabad
1166,1166,1981-06-22,dibrugarh
1167,1167,1981-06-22,sagar
1168,1168,1981-06-22,dibrugarh
1169,1169,1981-07-01,goa
1170,1170,1981-07-01,dibrugarh
1171,1171,1981-07-01,sagar
1172,1172,1981-07-01,dibrugarh
1173,1173,1981-07-15,goa
1174,1174,1981-07-15,sagar
1175,1175,1981-07-01,patna
1176,1176,1981-07-08,katihar
1177,1177,1981-06-30,delhi
1178,1178,1981-08-01,chandigarh
1179,1179,1981-08-01,chandigarh
1180,1180,1981-07-09,ahmedabad
1181,1181,1981-07-08,rajkot
1182,1182,1981-07-08,jamnagar
1183,1183,1981-08-16,ahmedabad
1184,1184,1981-09-22,bhavnagar
1185,1185,1981-08-08,faridabad
1186,1186,1981-08-08,ambala
1187,1187,1981-08-29,nahan
1188,1188,1981-07-25,jammu
1189,1189,1981-06-01,kozhikode
1190,1190,1981-06-01,kottayam
1191,1191,1981-06-08,kozhikode
1192,1192,1981-08-17,kozhikode
1193,1193,1981-08-05,bhopal
1194,1194,1981-08-08,indore
1195,1195,1981-06-20,durg
1196,1196,1981-06-22,mumbai
1197,1197,1981-07-04,thane
1198,1198,1981-07-16,thane
1199,1199,1981-08-01,durg
1200,1200,1981-08-04,nagpur
1201,1201,1981-08-16,amravati
1202,1202,1981-08-22,mumbai
1203,1203,1981-09-07,pune
1204,1204,1981-09-15,amravati
1205,1205,1981-09-15,aurangabad
1206,1206,1981-09-15,mumbai
1207,1207,1981-09-24,nashik
1208,1208,1981-06-09,aurangabad
1209,1209,1981-06-10,thane
1210,1210,1981-09-24,thane
1211,1211,1981-09-29,nagpur
1212,1212,1981-07-01,kohima
1213,1213,1981-01-08,ludhiana
1214,1214,1981-01-08,patiala
1215,1215,1981-08-01,amritsar
1216,1216,1981-08-01,hoshiarpur
1217,1217,1981-07-15,jaipur
1218,1218,1981-07-15,kota
1219,1219,1981-07-15,tonk
1220,1220,1981-07-01,tripura
1221,1221,1981-06-30,agra
1222,1222,1981-06-30,aligarh
1223,1223,1981-07-01,puri
1224,1224,1981-07-01,agra
1225,1225,1981-07-01,aligarh
1226,1226,1981-08-22,allahabad
1227,1227,1981-08-22,bareilly
1228,1228,1981-05-01,malda
1229,1229,1981-05-27,kolkata
1230,1230,1981-06-09,kolkata
1231,1231,1981-07-01,malda
1232,1232,1981-07-10,kolkata
1233,1233,1981-09-25,kolkata
1234,1234,1982-07-22,sagar
1235,1235,1982-07-22,tezpur
1236,1236,1982-07-22,north lakhimpur
1237,1237,1982-07-22,sagar
1238,1238,1982-07-22,tezpur
1239,1239,1982-09-01,bhagalpur
1240,1240,1982-09-01,darbhanga
1241,1241,1982-09-01,begusarai
1242,1242,1982-09-01,katihar
1243,1243,1982-09-01,mon
1244,1244,1982-05-06,ahmedabad
1245,1245,1982-07-28,rajkot
1246,1246,1982-04-15,bilaspur
1247,1247,1982-04-15,shimla
1248,1248,1982-04-15,mandi
1249,1249,1982-08-01,jammu
1250,1250,1982-05-23,moga
1251,1251,1982-08-01,moga
1252,1252,1982-08-01,kozhikode
1253,1253,1982-08-19,jabalpur
1254,1254,1982-08-23,gwalior
1255,1255,1982-09-01,una
1256,1256,1982-08-25,gwalior
1257,1257,1982-08-22,morena
1258,1258,1982-08-22,puri
1259,1259,1982-08-22,raipur
1260,1260,1982-08-22,raigarh
1261,1261,1982-05-28,nagpur
1262,1262,1982-08-20,akola
1263,1263,1982-08-18,sambalpur
1264,1264,1982-08-22,cuttack
1265,1265,1982-08-22,sambalpur
1266,1266,1982-08-22,puri
1267,1267,1982-08-22,balasore
1268,1268,1982-04-15,agra
1269,1269,1982-04-22,amritsar
1270,1270,1982-08-17,kota
1271,1271,1982-08-22,meerut
1272,1272,1982-08-22,aligarh
1273,1273,1982-08-22,moradabad
1274,1274,1982-08-22,almora
1275,1275,1982-09-08,lucknow
1276,1276,1982-09-08,allahabad
1277,1277,1982-09-01,malda
1278,1278,1982-07-25,delhi
1279,1279,1982-06-22,goa
1280,1280,1982-07-19,goa
1281,1281,1982-07-24,goa
1282,1282,1982-07-28,goa
1283,1283,1983-08-08,adilabad
1284,1284,1983-08-08,karimnagar
1285,1285,1983-08-08,khammam
1286,1286,1983-08-08,nizamabad
1287,1287,1983-08-08,warangal
1288,1288,1983-09-22,guntur
1289,1289,1983-09-23,kurnool
1290,1290,1983-09-23,hyderabad
1291,1291,1983-10-01,patna
1292,1292,1983-10-01,warangal
1293,1293,1983-10-01,nizamabad
1294,1294,1983-10-01,khammam
1295,1295,1983-10-01,karimnagar
1296,1296,1983-10-01,nalgonda
1297,1297,1983-10-01,adilabad
1298,1298,1983-05-08,sagar
1299,1299,1983-07-01,dibrugarh
1300,1300,1983-07-01,sagar
1301,1301,1983-07-01,dibrugarh
1302,1302,1983-07-15,sagar
1303,1303,1983-09-08,goa
1304,1304,1983-07-01,katihar
1305,1305,1983-07-22,darbhanga
1306,1306,1983-08-01,mon
1307,1307,1983-08-15,katihar
1308,1308,1983-08-15,muzaffarpur
1309,1309,1983-08-15,darbhanga
1310,1310,1983-08-15,katihar
1311,1311,1983-08-15,mon
1312,1312,1983-09-08,katihar
1313,1313,1983-09-08,mon
1314,1314,1983-06-20,rajkot
1315,1315,1983-06-20,jamnagar
1316,1316,1983-06-20,junagadh
1317,1317,1983-06-20,una
1318,1318,1983-07-19,junagadh
1319,1319,1983-07-19,una
1320,1320,1983-09-15,rajkot
1321,1321,1983-09-15,junagadh
1322,1322,1983-09-15,una
1323,1323,1983-08-14,rohtak
1324,1324,1983-08-22,rohtak
1325,1325,1983-08-22,ambala
1326,1326,1983-03-19,solan
1327,1327,1983-08-22,jammu
1328,1328,1983-09-01,jammu
1329,1329,1983-08-08,karnataka
1330,1330,1983-08-20,bhopal
1331,1331,1983-09-08,sagar
1332,1332,1983-09-08,una
1333,1333,1983-09-08,jabalpur
1334,1334,1983-09-08,gwalior
1335,1335,1983-09-08,sagar
1336,1336,1983-09-09,rewa
1337,1337,1983-09-11,una
1338,1338,1983-09-11,morena
1339,1339,1983-09-14,una
1340,1340,1983-09-14,gwalior
1341,1341,1983-06-24,mumbai
1342,1342,1983-08-11,maharashtra
1343,1343,1983-08-11,solapur
1344,1344,1983-08-14,thane
1345,1345,1983-08-16,pune
1346,1346,1983-08-17,solapur
1347,1347,1983-09-15,maharashtra
1348,1348,1983-09-18,pune
1349,1349,1983-09-24,amravati
1350,1350,1983-09-26,aurangabad
1351,1351,1983-10-09,pune
1352,1352,1983-07-01,shillong
1353,1353,1983-07-29,sambalpur
1354,1354,1983-06-29,amritsar
1355,1355,1983-07-04,amritsar
1356,1356,1983-07-29,patiala
1357,1357,1983-08-30,patiala
1358,1358,1983-07-26,jaipur
1359,1359,1983-07-26,jodhpur
1360,1360,1983-07-26,ajmer
1361,1361,1983-09-10,alwar
1362,1362,1983-05-03,tripura
1363,1363,1983-07-06,moradabad
1364,1364,1983-07-22,almora
1365,1365,1983-08-15,aligarh
1366,1366,1983-06-27,panaji
1367,1367,1984-09-10,visakhapatnam
1368,1368,1984-09-10,patna
1369,1369,1984-05-13,karimganj
1370,1370,1984-06-08,dibrugarh
1371,1371,1984-06-08,jorhat
1372,1372,1984-06-08,dibrugarh
1373,1373,1984-06-08,jorhat
1374,1374,1984-07-08,goa
1375,1375,1984-07-08,dibrugarh
1376,1376,1984-07-08,dibrugarh
1377,1377,1984-07-22,dibrugarh
1378,1378,1984-07-22,dibrugarh
1379,1379,1984-09-08,goa
1380,1380,1984-09-08,dibrugarh
1381,1381,1984-09-08,jorhat
1382,1382,1984-09-08,dibrugarh
1383,1383,1984-09-08,jorhat
1384,1384,1984-06-08,bhagalpur
1385,1385,1984-06-08,darbhanga
1386,1386,1984-07-02,patna
1387,1387,1984-07-02,bhagalpur
1388,1388,1984-07-02,muzaffarpur
1389,1389,1984-07-02,darbhanga
1390,1390,1984-07-02,begusarai
1391,1391,1984-07-02,katihar
1392,1392,1984-08-15,patna
1393,1393,1984-08-15,gaya
1394,1394,1984-08-15,muzaffarpur
1395,1395,1984-08-15,darbhanga
1396,1396,1984-08-15,aurangabad
1397,1397,1984-08-20,gaya
1398,1398,1984-09-08,gaya
1399,1399,1984-09-08,katihar
1400,1400,1984-06-15,bhavnagar
1401,1401,1984-07-08,surat
1402,1402,1984-08-01,junagadh
1403,1403,1984-08-01,una
1404,1404,1984-08-08,ahmedabad
1405,1405,1984-08-08,vadodara
1406,1406,1984-07-17,jammu
1407,1407,1984-07-02,moga
1408,1408,1984-07-08,moga
1409,1409,1984-06-15,kottayam
1410,1410,1984-06-16,kozhikode
1411,1411,1984-10-06,kozhikode
1412,1412,1984-07-23,indore
1413,1413,1984-08-03,indore
1414,1414,1984-08-03,ujjain
1415,1415,1984-08-05,ujjain
1416,1416,1984-08-05,ratlam
1417,1417,1984-08-11,bhopal
1418,1418,1984-08-11,rewa
1419,1419,1984-08-12,ratlam
1420,1420,1984-08-18,raipur
1421,1421,1984-08-18,bhopal
1422,1422,1984-08-19,jabalpur
1423,1423,1984-08-21,ratlam
1424,1424,1984-08-22,raipur
1425,1425,1984-08-22,raigarh
1426,1426,1984-08-27,ujjain
1427,1427,1984-06-09,pune
1428,1428,1984-06-15,mumbai
1429,1429,1984-06-30,mumbai
1430,1430,1984-06-30,kolhapur
1431,1431,1984-06-30,amravati
1432,1432,1984-07-01,pune
1433,1433,1984-07-03,mumbai
1434,1434,1984-07-14,nagpur
1435,1435,1984-07-17,mumbai
1436,1436,1984-07-15,thane
1437,1437,1984-07-21,kolhapur
1438,1438,1984-08-02,amravati
1439,1439,1984-08-03,nagpur
1440,1440,1984-08-06,nashik
1441,1441,1984-09-11,pune
1442,1442,1984-09-12,mumbai
1443,1443,1984-10-08,pune
1444,1444,1984-08-08,cuttack
1445,1445,1984-08-08,puri
1446,1446,1984-08-08,balasore
1447,1447,1984-09-01,amritsar
1448,1448,1984-07-20,ajmer
1449,1449,1984-03-04,tirunelveli
1450,1450,1984-03-04,madurai
1451,1451,1984-04-30,madurai
1452,1452,1984-10-03,coimbatore
1453,1453,1984-05-13,tripura
1454,1454,1984-06-16,tripura
1455,1455,1984-07-02,almora
1456,1456,1984-08-31,varanasi
1457,1457,1984-09-05,varanasi
1458,1458,1984-06-03,kolkata
1459,1459,1984-06-03,howrah
1460,1460,1984-06-08,howrah
1461,1461,1984-06-08,malda
1462,1462,1984-07-08,kolkata
1463,1463,1984-07-08,malda
1464,1464,1984-08-01,howrah
1465,1465,1984-08-01,malda
1466,1466,1984-08-23,delhi
1467,1467,1984-09-01,delhi
1468,1468,1984-07-01,goa
1469,1469,1984-08-01,panaji
1470,1470,1985-10-05,hyderabad
1471,1471,1985-11-11,nellore
1472,1472,1985-06-01,dibrugarh
1473,1473,1985-06-01,karimganj
1474,1474,1985-06-01,dibrugarh
1475,1475,1985-07-01,goa
1476,1476,1985-07-01,karimganj
1477,1477,1985-07-01,sagar
1478,1478,1985-07-14,patna
1479,1479,1985-07-22,patna
1480,1480,1985-07-22,muzaffarpur
1481,1481,1985-07-22,begusarai
1482,1482,1985-07-22,katihar
1483,1483,1985-07-22,ranchi
1484,1484,1985-09-08,muzaffarpur
1485,1485,1985-10-06,begusarai
1486,1486,1985-10-17,patna
1487,1487,1985-10-15,patna
1488,1488,1985-08-06,ahmedabad
1489,1489,1985-08-06,vadodara
1490,1490,1985-08-05,rohtak
1491,1491,1985-08-05,ambala
1492,1492,1985-08-05,hisar
1493,1493,1985-08-05,una
1494,1494,1985-08-06,una
1495,1495,1985-08-13,una
1496,1496,1985-08-22,mandi
1497,1497,1985-08-24,mandi
1498,1498,1985-07-18,jammu
1499,1499,1985-06-15,kozhikode
1500,1500,1985-06-25,kozhikode
1501,1501,1985-06-25,kottayam
1502,1502,1985-07-14,thiruvananthapuram
1503,1503,1985-05-24,indore
1504,1504,1985-08-04,rewa
1505,1505,1985-08-06,bhopal
1506,1506,1985-08-07,sagar
1507,1507,1985-08-17,durg
1508,1508,1985-08-17,bhopal
1509,1509,1985-09-13,raipur
1510,1510,1985-06-04,nagpur
1511,1511,1985-06-11,mumbai
1512,1512,1985-06-13,aurangabad
1513,1513,1985-06-16,mumbai
1514,1514,1985-06-16,thane
1515,1515,1985-06-25,mumbai
1516,1516,1985-07-17,nagpur
1517,1517,1985-07-22,durg
1518,1518,1985-08-12,akola
1519,1519,1985-08-01,cuttack
1520,1520,1985-08-01,balasore
1521,1521,1985-07-18,amritsar
1522,1522,1985-07-18,ludhiana
1523,1523,1985-07-18,hoshiarpur
1524,1524,1985-07-18,kapurthala
1525,1525,1985-08-05,hoshiarpur
1526,1526,1985-12-16,jaipur
1527,1527,1985-08-08,moradabad
1528,1528,1985-09-08,puri
1529,1529,1985-09-08,lucknow
1530,1530,1985-09-08,kanpur
1531,1531,1985-09-08,agra
1532,1532,1985-09-08,meerut
1533,1533,1985-09-08,varanasi
1534,1534,1985-09-08,allahabad
1535,1535,1985-09-08,bareilly
1536,1536,1985-09-08,moradabad
1537,1537,1985-10-09,lucknow
1538,1538,1985-10-10,kanpur
1539,1539,1985-07-22,malda
1540,1540,1985-08-04,kolkata
1541,1541,1985-07-11,delhi
1542,1542,1985-07-25,delhi
1543,1543,1986-01-13,nellore
1544,1544,1986-01-17,hyderabad
1545,1545,1986-02-10,warangal
1546,1546,1986-06-16,hyderabad
1547,1547,1986-07-25,khammam
1548,1548,1986-08-11,guntur
1549,1549,1986-08-11,kurnool
1550,1550,1986-08-14,warangal
1551,1551,1986-08-14,nizamabad
1552,1552,1986-08-14,karimnagar
1553,1553,1986-08-14,adilabad
1554,1554,1986-10-22,nellore
1555,1555,1986-06-22,dibrugarh
1556,1556,1986-06-22,dibrugarh
1557,1557,1986-09-15,dibrugarh
1558,1558,1986-09-15,jorhat
1559,1559,1986-09-15,dibrugarh
1560,1560,1986-09-15,jorhat
1561,1561,1986-10-01,goa
1562,1562,1986-10-01,jorhat
1563,1563,1986-10-01,karimganj
1564,1564,1986-10-01,jorhat
1565,1565,1986-06-22,patna
1566,1566,1986-06-22,gaya
1567,1567,1986-06-15,rajkot
1568,1568,1986-06-15,una
1569,1569,1986-08-02,rajkot
1570,1570,1986-08-01,bilaspur
1571,1571,1986-04-24,jammu
1572,1572,1986-08-03,jammu
1573,1573,1986-08-04,jammu
1574,1574,1986-08-05,jammu
1575,1575,1986-05-04,thiruvananthapuram
1576,1576,1986-05-04,kozhikode
1577,1577,1986-03-12,thiruvananthapuram
1578,1578,1986-06-18,thiruvananthapuram
1579,1579,1986-08-01,kottayam
1580,1580,1986-08-08,bhopal
1581,1581,1986-08-08,indore
1582,1582,1986-08-08,jabalpur
1583,1583,1986-06-08,kolhapur
1584,1584,1986-06-13,ahmedabad
1585,1585,1986-06-15,durg
1586,1586,1986-06-15,thane
1587,1587,1986-06-20,nagpur
1588,1588,1986-06-21,nagpur
1589,1589,1986-06-28,mumbai
1590,1590,1986-06-28,thane
1591,1591,1986-08-07,durg
1592,1592,1986-08-07,mumbai
1593,1593,1986-08-07,thane
1594,1594,1986-08-07,kolhapur
1595,1595,1986-07-26,imphal
1596,1596,1986-06-01,cuttack
1597,1597,1986-06-01,sambalpur
1598,1598,1986-06-01,puri
1599,1599,1986-07-01,cuttack
1600,1600,1986-07-01,puri
1601,1601,1986-11-01,cuttack
1602,1602,1986-11-01,puri
1603,1603,1986-11-01,balasore
1604,1604,1986-07-29,amritsar
1605,1605,1986-07-24,rajasthan
1606,1606,1986-07-22,puri
1607,1607,1986-07-22,lucknow
1608,1608,1986-07-22,kanpur
1609,1609,1986-07-22,varanasi
1610,1610,1986-07-22,allahabad
1611,1611,1986-07-22,bareilly
1612,1612,1986-07-22,moradabad
1613,1613,1986-07-22,almora
1614,1614,1986-08-05,malda
1615,1615,1986-09-01,kolkata
1616,1616,1986-09-01,howrah
1617,1617,1986-09-01,malda
1618,1618,1987-07-08,adilabad
1619,1619,1987-07-01,goa
1620,1620,1987-07-01,dibrugarh
1621,1621,1987-07-01,jorhat
1622,1622,1987-07-01,nagaon
1623,1623,1987-07-01,sagar
1624,1624,1987-07-01,kokrajhar
1625,1625,1987-07-01,nalbari
1626,1626,1987-07-01,nagaon
1627,1627,1987-07-01,dibrugarh
1628,1628,1987-07-01,jorhat
1629,1629,1987-08-01,goa
1630,1630,1987-08-01,dibrugarh
1631,1631,1987-08-01,jorhat
1632,1632,1987-08-01,nagaon
1633,1633,1987-08-01,sagar
1634,1634,1987-08-01,nalbari
1635,1635,1987-08-01,nagaon
1636,1636,1987-08-01,dibrugarh
1637,1637,1987-08-01,jorhat
1638,1638,1987-09-01,jorhat
1639,1639,1987-09-01,sagar
1640,1640,1987-09-01,nalbari
1641,1641,1987-09-01,jorhat
1642,1642,1987-10-01,goa
1643,1643,1987-10-01,jorhat
1644,1644,1987-10-01,nagaon
1645,1645,1987-10-01,sagar
1646,1646,1987-10-01,nagaon
1647,1647,1987-10-01,jorhat
1648,1648,1987-04-08,bilaspur
1649,1649,1987-10-02,durg
1650,1650,1987-11-09,kozhikode
1651,1651,1987-12-05,thiruvananthapuram
1652,1652,1987-12-17,kozhikode
1653,1653,1987-08-15,akola
1654,1654,1987-08-19,nagpur
1655,1655,1987-08-19,akola
1656,1656,1987-07-17,balasore
1657,1657,1987-07-26,sambalpur
1658,1658,1987-02-15,jalandhar
1659,1659,1987-05-04,aligarh
