,0,1,2
1660,1660,1987-08-01,lucknow
1661,1661,1987-08-01,varanasi
1662,1662,1987-08-01,allahabad
1663,1663,1987-07-25,kolkata
1664,1664,1987-08-15,malda
1665,1665,1987-08-22,howrah
1666,1666,1988-07-01,guntur
1667,1667,1988-07-01,warangal
1668,1668,1988-07-01,khammam
1669,1669,1988-07-01,karimnagar
1670,1670,1988-07-01,adilabad
1671,1671,1988-08-22,kurnool
1672,1672,1988-05-22,goa
1673,1673,1988-05-22,jorhat
1674,1674,1988-05-22,nagaon
1675,1675,1988-05-22,karimganj
1676,1676,1988-05-22,nagaon
1677,1677,1988-05-22,jorhat
1678,1678,1988-06-22,nagaon
1679,1679,1988-06-22,nagaon
1680,1680,1988-07-08,goa
1681,1681,1988-07-08,dibrugarh
1682,1682,1988-07-08,jorhat
1683,1683,1988-07-08,nagaon
1684,1684,1988-07-08,sagar
1685,1685,1988-07-08,nagaon
1686,1686,1988-07-08,dibrugarh
1687,1687,1988-07-08,jorhat
1688,1688,1988-07-17,patna
1689,1689,1988-07-17,darbhanga
1690,1690,1988-08-22,katihar
1691,1691,1988-06-14,ahmedabad
1692,1692,1988-07-08,surat
1693,1693,1988-07-08,vadodara
1694,1694,1988-07-08,rajkot
1695,1695,1988-07-08,jamnagar
1696,1696,1988-07-08,junagadh
1697,1697,1988-07-08,una
1698,1698,1988-09-28,jamnagar
1699,1699,1988-07-02,ambala
1700,1700,1988-07-07,ambala
1701,1701,1988-07-20,panipat
1702,1702,1988-07-20,ambala
1703,1703,1988-08-09,faridabad
1704,1704,1988-08-09,karnal
1705,1705,1988-08-09,ambala
1706,1706,1988-09-22,faridabad
1707,1707,1988-09-22,karnal
1708,1708,1988-09-22,bilaspur
1709,1709,1988-09-22,shimla
1710,1710,1988-09-22,una
1711,1711,1988-09-22,chamba
1712,1712,1988-06-02,jammu
1713,1713,1988-08-15,jammu
1714,1714,1988-07-20,moga
1715,1715,1988-06-14,mumbai
1716,1716,1988-06-14,nashik
1717,1717,1988-06-15,mumbai
1718,1718,1988-07-02,nagpur
1719,1719,1988-07-03,thane
1720,1720,1988-07-09,akola
1721,1721,1988-07-16,mumbai
1722,1722,1988-07-16,thane
1723,1723,1988-07-17,durg
1724,1724,1988-07-17,thane
1725,1725,1988-07-19,nashik
1726,1726,1988-07-19,amravati
1727,1727,1988-07-23,mumbai
1728,1728,1988-08-18,amravati
1729,1729,1988-08-31,aurangabad
1730,1730,1988-09-11,pune
1731,1731,1988-09-08,aurangabad
1732,1732,1988-09-15,pune
1733,1733,1988-09-22,mumbai
1734,1734,1988-09-28,mumbai
1735,1735,1988-10-02,akola
1736,1736,1988-10-02,amravati
1737,1737,1988-10-03,mumbai
1738,1738,1988-10-06,akola
1739,1739,1988-07-29,sambalpur
1740,1740,1988-08-03,sambalpur
1741,1741,1988-08-18,cuttack
1742,1742,1988-09-21,balasore
1743,1743,1988-09-23,balasore
1744,1744,1988-07-03,patiala
1745,1745,1988-07-08,amritsar
1746,1746,1988-07-08,ludhiana
1747,1747,1988-07-08,patiala
1748,1748,1988-07-08,kapurthala
1749,1749,1988-09-22,amritsar
1750,1750,1988-09-22,ludhiana
1751,1751,1988-09-22,patiala
1752,1752,1988-09-22,kapurthala
1753,1753,1988-07-25,kota
1754,1754,1988-07-25,ajmer
1755,1755,1988-07-25,alwar
1756,1756,1988-05-27,agartala
1757,1757,1988-06-12,kolkata
1758,1758,1988-06-27,kolkata
1759,1759,1988-06-27,howrah
1760,1760,1988-07-06,kolkata
1761,1761,1988-08-01,malda
1762,1762,1988-06-29,chandigarh
1763,1763,1988-06-29,chandigarh
1764,1764,1988-07-23,chandigarh
1765,1765,1988-07-23,chandigarh
1766,1766,1988-09-22,delhi
1767,1767,1989-07-01,warangal
1768,1768,1989-07-01,nizamabad
1769,1769,1989-07-01,khammam
1770,1770,1989-07-01,karimnagar
1771,1771,1989-07-01,nalgonda
1772,1772,1989-06-15,tawang
1773,1773,1989-06-08,dibrugarh
1774,1774,1989-06-08,dibrugarh
1775,1775,1989-07-01,goa
1776,1776,1989-07-01,dibrugarh
1777,1777,1989-07-01,jorhat
1778,1778,1989-07-01,nagaon
1779,1779,1989-07-01,karimganj
1780,1780,1989-07-01,sagar
1781,1781,1989-07-01,nagaon
1782,1782,1989-07-01,dibrugarh
1783,1783,1989-07-01,jorhat
1784,1784,1989-10-08,assam
1785,1785,1989-10-01,purnia
1786,1786,1989-10-01,katihar
1787,1787,1989-07-08,surat
1788,1788,1989-08-15,vadodara
1789,1789,1989-08-27,ambala
1790,1790,1989-07-15,jammu
1791,1791,1989-07-29,jammu
1792,1792,1989-07-20,moga
1793,1793,1989-06-08,thrissur
1794,1794,1989-06-11,kottayam
1795,1795,1989-07-21,thiruvananthapuram
1796,1796,1989-07-21,kozhikode
1797,1797,1989-07-21,palakkad
1798,1798,1989-08-13,rajnandgaon
1799,1799,1989-06-07,nagpur
1800,1800,1989-06-29,amaravati
1801,1801,1989-07-23,raigarh
1802,1802,1989-07-23,mumbai
1803,1803,1989-07-23,pune
1804,1804,1989-07-23,aurangabad
1805,1805,1989-07-23,kolhapur
1806,1806,1989-07-12,cuttack
1807,1807,1989-07-12,puri
1808,1808,1989-08-02,cuttack
1809,1809,1989-09-11,cuttack
1810,1810,1989-07-22,amritsar
1811,1811,1989-07-27,patiala
1812,1812,1989-07-29,amritsar
1813,1813,1989-07-21,bikaner
1814,1814,1989-07-22,coimbatore
1815,1815,1989-07-29,kolkata
1816,1816,1989-12-26,chandigarh
1817,1817,1989-12-26,chandigarh
1818,1818,1990-08-01,nizamabad
1819,1819,1990-08-01,khammam
1820,1820,1990-08-01,adilabad
1821,1821,1990-06-01,itanagar
1822,1822,1990-07-08,itanagar
1823,1823,1990-06-08,dibrugarh
1824,1824,1990-06-08,jorhat
1825,1825,1990-06-08,karimganj
1826,1826,1990-06-08,sagar
1827,1827,1990-06-08,nalbari
1828,1828,1990-06-08,dibrugarh
1829,1829,1990-06-08,jorhat
1830,1830,1990-08-08,dibrugarh
1831,1831,1990-08-08,jorhat
1832,1832,1990-08-08,karimganj
1833,1833,1990-08-08,sagar
1834,1834,1990-08-08,nalbari
1835,1835,1990-08-08,dibrugarh
1836,1836,1990-08-08,jorhat
1837,1837,1990-09-15,dibrugarh
1838,1838,1990-09-15,dibrugarh
1839,1839,1990-10-01,goa
1840,1840,1990-10-01,dibrugarh
1841,1841,1990-10-01,jorhat
1842,1842,1990-10-01,nalbari
1843,1843,1990-10-01,dibrugarh
1844,1844,1990-10-01,jorhat
1845,1845,1990-07-01,patna
1846,1846,1990-07-01,bhagalpur
1847,1847,1990-07-01,darbhanga
1848,1848,1990-07-01,begusarai
1849,1849,1990-07-01,katihar
1850,1850,1990-08-19,surat
1851,1851,1990-08-23,ahmedabad
1852,1852,1990-08-23,surat
1853,1853,1990-08-23,vadodara
1854,1854,1990-07-06,shimla
1855,1855,1990-07-06,mandi
1856,1856,1990-07-06,chamba
1857,1857,1990-07-29,chamba
1858,1858,1990-09-07,una
1859,1859,1990-08-07,jammu
1860,1860,1990-09-07,jammu
1861,1861,1990-05-26,kozhikode
1862,1862,1990-07-03,kozhikode
1863,1863,1990-11-03,thiruvananthapuram
1864,1864,1990-08-21,durg
1865,1865,1990-08-21,rajnandgaon
1866,1866,1990-08-21,indore
1867,1867,1990-09-07,rewa
1868,1868,1990-09-15,gwalior
1869,1869,1990-09-15,morena
1870,1870,1990-06-15,mumbai
1871,1871,1990-06-15,thane
1872,1872,1990-06-16,mumbai
1873,1873,1990-06-17,mumbai
1874,1874,1990-06-17,thane
1875,1875,1990-06-26,mumbai
1876,1876,1990-07-24,amravati
1877,1877,1990-08-15,mumbai
1878,1878,1990-08-15,pune
1879,1879,1990-08-17,mumbai
1880,1880,1990-08-19,amravati
1881,1881,1990-08-21,mumbai
1882,1882,1990-08-22,nagpur
1883,1883,1990-08-22,akola
1884,1884,1990-08-22,amravati
1885,1885,1990-09-24,mumbai
1886,1886,1990-10-10,aurangabad
1887,1887,1990-07-10,imphal
1888,1888,1990-07-10,thoubal
1889,1889,1990-07-14,kohima
1890,1890,1990-08-19,cuttack
1891,1891,1990-08-19,puri
1892,1892,1990-08-20,cuttack
1893,1893,1990-09-06,cuttack
1894,1894,1990-10-08,balasore
1895,1895,1990-10-12,puri
1896,1896,1990-11-03,cuttack
1897,1897,1990-11-03,puri
1898,1898,1990-09-07,amritsar
1899,1899,1990-09-07,ludhiana
1900,1900,1990-09-07,patiala
1901,1901,1990-08-04,jodhpur
1902,1902,1990-08-04,ajmer
1903,1903,1990-08-04,bhilwara
1904,1904,1990-05-13,kolkata
1905,1905,1990-05-13,howrah
1906,1906,1990-06-05,kolkata
1907,1907,1990-07-01,kolkata
1908,1908,1990-07-04,howrah
1909,1909,1990-07-05,kolkata
1910,1910,1990-07-19,kolkata
1911,1911,1990-07-20,howrah
1912,1912,1990-07-20,malda
1913,1913,1990-08-01,bihar
1914,1914,1990-09-02,kolkata
1915,1915,1990-09-10,kolkata
1916,1916,1990-09-10,howrah
1917,1917,1990-10-06,malda
1918,1918,1990-10-08,kolkata
1919,1919,1990-07-29,chandigarh
1920,1920,1990-07-29,chandigarh
1921,1921,1990-08-22,delhi
1922,1922,1991-06-18,hyderabad
1923,1923,1991-09-22,guntur
1924,1924,1991-09-22,kurnool
1925,1925,1991-09-22,mahbubnagar
1926,1926,1991-09-22,nalgonda
1927,1927,1991-10-28,nellore
1928,1928,1991-10-28,anantapur
1929,1929,1991-05-07,tawang
1930,1930,1991-07-19,itanagar
1931,1931,1991-05-03,karimganj
1932,1932,1991-05-03,hailakandi
1933,1933,1991-05-05,karimganj
1934,1934,1991-05-05,hailakandi
1935,1935,1991-05-08,goa
1936,1936,1991-05-08,dibrugarh
1937,1937,1991-05-08,jorhat
1938,1938,1991-05-08,nagaon
1939,1939,1991-05-08,karimganj
1940,1940,1991-05-08,hailakandi
1941,1941,1991-05-08,sagar
1942,1942,1991-05-08,nalbari
1943,1943,1991-05-08,nagaon
1944,1944,1991-05-08,tinsukia
1945,1945,1991-05-08,dibrugarh
1946,1946,1991-05-08,jorhat
1947,1947,1991-06-12,goa
1948,1948,1991-06-12,dibrugarh
1949,1949,1991-06-12,jorhat
1950,1950,1991-06-12,nagaon
1951,1951,1991-06-12,karimganj
1952,1952,1991-06-12,hailakandi
1953,1953,1991-06-12,sagar
1954,1954,1991-06-12,nalbari
1955,1955,1991-06-12,nagaon
1956,1956,1991-06-12,tinsukia
1957,1957,1991-06-12,dibrugarh
1958,1958,1991-06-12,jorhat
1959,1959,1991-08-18,sagar
1960,1960,1991-10-16,goa
1961,1961,1991-10-16,nagaon
1962,1962,1991-10-16,nagaon
1963,1963,1991-03-09,kollam
1964,1964,1991-06-06,thiruvananthapuram
1965,1965,1991-06-06,kozhikode
1966,1966,1991-06-06,kollam
1967,1967,1991-06-06,palakkad
1968,1968,1991-06-06,kottayam
1969,1969,1991-06-09,kozhikode
1970,1970,1991-06-19,thiruvananthapuram
1971,1971,1991-07-07,thiruvananthapuram
1972,1972,1991-07-07,kollam
1973,1973,1991-07-07,palakkad
1974,1974,1991-06-08,bhopal
1975,1975,1991-07-22,bhopal
1976,1976,1991-07-30,indore
1977,1977,1991-07-30,ujjain
1978,1978,1991-08-03,indore
1979,1979,1991-08-03,ujjain
1980,1980,1991-08-19,gwalior
1981,1981,1991-08-23,bilaspur
1982,1982,1991-08-23,gwalior
1983,1983,1991-06-02,pune
1984,1984,1991-06-04,nagpur
1985,1985,1991-06-06,pune
1986,1986,1991-06-06,aurangabad
1987,1987,1991-06-07,mumbai
1988,1988,1991-06-07,thane
1989,1989,1991-06-08,kolhapur
1990,1990,1991-07-13,mumbai
1991,1991,1991-07-13,nagpur
1992,1992,1991-07-16,mumbai
1993,1993,1991-07-18,nagpur
1994,1994,1991-07-18,amravati
1995,1995,1991-07-22,thane
1996,1996,1991-07-27,mumbai
1997,1997,1991-08-03,amravati
1998,1998,1991-08-12,nagpur
1999,1999,1991-08-12,amravati
2000,2000,1991-08-17,nagpur
2001,2001,1991-05-04,imphal
2002,2002,1991-04-28,cuttack
2003,2003,1991-07-29,cuttack
2004,2004,1991-07-29,balasore
2005,2005,1991-07-30,cuttack
2006,2006,1991-07-30,sambalpur
2007,2007,1991-07-30,balasore
2008,2008,1991-08-01,sambalpur
2009,2009,1991-08-16,cuttack
2010,2010,1991-08-16,puri
2011,2011,1991-08-17,balasore
2012,2012,1991-08-04,patiala
2013,2013,1991-07-26,kota
2014,2014,1991-07-26,udaipur
2015,2015,1991-07-26,udaipur
2016,2016,1991-08-27,jaipur
2017,2017,1991-09-01,alwar
2018,2018,1991-08-16,almora
2019,2019,1991-08-20,varanasi
2020,2020,1991-08-25,meerut
2021,2021,1991-08-26,aligarh
2022,2022,1991-08-28,ghaziabad
2023,2023,1991-08-29,meerut
2024,2024,1991-06-05,kolkata
2025,2025,1991-07-07,malda
2026,2026,1991-09-06,malda
2027,2027,1991-09-08,kolkata
2028,2028,1991-08-25,delhi
2029,2029,1992-08-15,khammam
2030,2030,1992-11-16,visakhapatnam
2031,2031,1992-11-16,guntur
2032,2032,1992-11-16,nellore
2033,2033,1992-11-16,kurnool
2034,2034,1992-11-16,patna
2035,2035,1992-09-28,tawang
2036,2036,1992-03-29,tinsukia
2037,2037,1992-04-04,tinsukia
2038,2038,1992-06-07,nalbari
2039,2039,1992-06-22,goa
2040,2040,1992-06-22,jorhat
2041,2041,1992-06-22,nagaon
2042,2042,1992-06-22,sagar
2043,2043,1992-06-22,nalbari
2044,2044,1992-06-22,nagaon
2045,2045,1992-06-22,tinsukia
2046,2046,1992-06-22,jorhat
2047,2047,1992-09-02,bongaigaon
2048,2048,1992-10-15,sagar
2049,2049,1992-10-15,tinsukia
2050,2050,1992-06-19,ahmedabad
2051,2051,1992-06-19,surat
2052,2052,1992-06-19,bhavnagar
2053,2053,1992-07-21,rajkot
2054,2054,1992-07-21,una
2055,2055,1992-07-17,shimla
2056,2056,1992-07-16,kollam
2057,2057,1992-07-28,thiruvananthapuram
2058,2058,1992-07-31,kollam
2059,2059,1992-08-02,kollam
2060,2060,1992-08-08,kozhikode
2061,2061,1992-08-08,kollam
2062,2062,1992-10-10,thiruvananthapuram
2063,2063,1992-10-10,kollam
2064,2064,1992-07-18,mumbai
2065,2065,1992-07-22,mumbai
2066,2066,1992-08-04,mumbai
2067,2067,1992-08-12,mumbai
2068,2068,1992-08-14,pune
2069,2069,1992-08-15,nagpur
2070,2070,1992-08-16,mumbai
2071,2071,1992-08-21,nagpur
2072,2072,1992-08-21,akola
2073,2073,1992-08-31,pune
2074,2074,1992-09-02,mumbai
2075,2075,1992-09-02,akola
2076,2076,1992-08-09,aizawl
2077,2077,1992-05-02,cuttack
2078,2078,1992-05-02,balasore
2079,2079,1992-06-17,cuttack
2080,2080,1992-06-17,puri
2081,2081,1992-06-17,balasore
2082,2082,1992-06-24,cuttack
2083,2083,1992-06-24,puri
2084,2084,1992-07-26,cuttack
2085,2085,1992-07-26,balasore
2086,2086,1992-08-17,cuttack
2087,2087,1992-08-17,puri
2088,2088,1992-08-17,balasore
2089,2089,1992-07-17,jaipur
2090,2090,1992-07-22,alwar
2091,2091,1992-07-25,jaipur
2092,2092,1992-07-30,bhilwara
2093,2093,1992-07-31,jodhpur
2094,2094,1992-08-08,jodhpur
2095,2095,1992-08-09,kota
2096,2096,1992-08-11,jodhpur
2097,2097,1992-08-11,udaipur
2098,2098,1992-08-11,udaipur
2099,2099,1992-08-14,ajmer
2100,2100,1992-08-17,jaipur
2101,2101,1992-07-05,gangtok
2102,2102,1992-09-18,gangtok
2103,2103,1992-09-03,kanpur
2104,2104,1992-09-03,varanasi
2105,2105,1992-09-03,allahabad
2106,2106,1992-09-03,pithoragarh
2107,2107,1992-06-18,kolkata
2108,2108,1992-06-23,kolkata
2109,2109,1992-06-28,kolkata
2110,2110,1992-07-10,kolkata
2111,2111,1992-07-20,howrah
2112,2112,1992-08-06,kolkata
2113,2113,1992-08-18,chandigarh
2114,2114,1992-08-18,chandigarh
2115,2115,1992-07-24,delhi
2116,2116,1993-10-07,kurnool
2117,2117,1993-10-07,hyderabad
2118,2118,1993-09-05,tawang
2119,2119,1993-05-04,karimganj
2120,2120,1993-06-05,goa
2121,2121,1993-06-05,dibrugarh
2122,2122,1993-06-05,nagaon
2123,2123,1993-06-05,karimganj
2124,2124,1993-06-05,hailakandi
2125,2125,1993-06-05,sagar
2126,2126,1993-06-05,nalbari
2127,2127,1993-06-05,nagaon
2128,2128,1993-06-05,tinsukia
2129,2129,1993-06-05,dibrugarh
2130,2130,1993-07-20,goa
2131,2131,1993-07-20,jorhat
2132,2132,1993-07-20,karimganj
2133,2133,1993-07-20,hailakandi
2134,2134,1993-07-20,kokrajhar
2135,2135,1993-07-20,bongaigaon
2136,2136,1993-07-20,nalbari
2137,2137,1993-07-20,jorhat
2138,2138,1993-08-10,jorhat
2139,2139,1993-08-10,sagar
2140,2140,1993-08-10,jorhat
2141,2141,1993-07-22,muzaffarpur
2142,2142,1993-07-22,darbhanga
2143,2143,1993-08-01,bhagalpur
2144,2144,1993-08-01,muzaffarpur
2145,2145,1993-08-01,darbhanga
2146,2146,1993-08-01,begusarai
2147,2147,1993-08-01,katihar
2148,2148,1993-09-05,patna
2149,2149,1993-09-20,patna
2150,2150,1993-06-12,surat
2151,2151,1993-07-08,vadodara
2152,2152,1993-03-24,jammu
2153,2153,1993-07-09,jammu
2154,2154,1993-06-01,thiruvananthapuram
2155,2155,1993-06-01,thrissur
2156,2156,1993-06-01,kollam
2157,2157,1993-06-18,thiruvananthapuram
2158,2158,1993-07-03,kottayam
2159,2159,1993-07-18,kollam
2160,2160,1993-07-22,kollam
2161,2161,1993-07-26,thiruvananthapuram
2162,2162,1993-07-28,thiruvananthapuram
2163,2163,1993-10-06,kottayam
2164,2164,1993-10-09,palakkad
2165,2165,1993-11-10,thiruvananthapuram
2166,2166,1993-11-10,kollam
2167,2167,1993-08-16,bilaspur
2168,2168,1993-08-16,jabalpur
2169,2169,1993-09-18,morena
2170,2170,1993-06-10,amravati
2171,2171,1993-06-14,nagpur
2172,2172,1993-06-18,mumbai
2173,2173,1993-07-03,pune
2174,2174,1993-07-09,nagpur
2175,2175,1993-07-13,mumbai
2176,2176,1993-07-15,nagpur
2177,2177,1993-07-30,nagpur
2178,2178,1993-08-05,kolhapur
2179,2179,1993-08-12,nagpur
2180,2180,1993-09-22,mumbai
2181,2181,1993-09-27,mumbai
2182,2182,1993-10-18,mumbai
2183,2183,1993-07-08,amritsar
2184,2184,1993-07-08,ludhiana
2185,2185,1993-07-08,patiala
2186,2186,1993-07-08,hoshiarpur
2187,2187,1993-07-08,kapurthala
2188,2188,1993-07-11,jodhpur
2189,2189,1993-07-11,kota
2190,2190,1993-07-11,ajmer
2191,2191,1993-07-11,bhilwara
2192,2192,1993-08-01,kota
2193,2193,1993-08-01,tonk
2194,2194,1993-11-07,coimbatore
2195,2195,1993-05-05,tripura
2196,2196,1993-06-07,tripura
2197,2197,1993-07-22,tripura
2198,2198,1993-07-01,ghaziabad
2199,2199,1993-07-01,meerut
2200,2200,1993-07-01,almora
2201,2201,1993-04-29,kolkata
2202,2202,1993-07-10,kolkata
2203,2203,1993-07-15,kolkata
2204,2204,1993-08-12,kolkata
2205,2205,1993-09-12,kolkata
2206,2206,1993-09-23,malda
2207,2207,1993-12-08,chandigarh
2208,2208,1993-12-08,chandigarh
2209,2209,1993-07-07,delhi
2210,2210,1993-07-22,delhi
2211,2211,1993-07-25,delhi
2212,2212,1994-07-20,warangal
2213,2213,1994-09-06,khammam
2214,2214,1994-10-04,kurnool
2215,2215,1994-10-04,hyderabad
2216,2216,1994-10-04,nalgonda
2217,2217,1994-08-11,tawang
2218,2218,1994-03-23,tinsukia
2219,2219,1994-06-01,dibrugarh
2220,2220,1994-06-01,jorhat
2221,2221,1994-06-01,sagar
2222,2222,1994-06-01,nalbari
2223,2223,1994-06-01,dibrugarh
2224,2224,1994-06-01,jorhat
2225,2225,1994-07-01,jorhat
2226,2226,1994-07-01,sagar
2227,2227,1994-07-01,nalbari
2228,2228,1994-07-01,jorhat
2229,2229,1994-08-16,jorhat
2230,2230,1994-08-16,jorhat
2231,2231,1994-08-08,patna
2232,2232,1994-08-08,bhagalpur
2233,2233,1994-09-15,muzaffarpur
2234,2234,1994-06-08,surat
2235,2235,1994-06-08,vadodara
2236,2236,1994-06-08,junagadh
2237,2237,1994-06-08,una
2238,2238,1994-07-08,surat
2239,2239,1994-07-08,rajkot
2240,2240,1994-07-08,bhavnagar
2241,2241,1994-07-08,junagadh
2242,2242,1994-07-08,una
2243,2243,1994-08-20,ahmedabad
2244,2244,1994-08-07,shimla
2245,2245,1994-07-11,kullu
2246,2246,1994-07-15,kullu
2247,2247,1994-07-16,shimla
2248,2248,1994-07-19,shimla
2249,2249,1994-07-27,solan
2250,2250,1994-08-07,kullu
2251,2251,1994-08-10,kullu
2252,2252,1994-08-11,kullu
2253,2253,1994-08-16,bilaspur
2254,2254,1994-08-23,kullu
2255,2255,1994-09-05,mandi
2256,2256,1994-03-20,jammu
2257,2257,1994-07-20,jammu
2258,2258,1994-05-28,palakkad
2259,2259,1994-06-01,thiruvananthapuram
2260,2260,1994-06-01,kozhikode
2261,2261,1994-06-01,thrissur
2262,2262,1994-06-01,kollam
2263,2263,1994-06-01,palakkad
2264,2264,1994-06-01,kottayam
2265,2265,1994-07-14,kozhikode
2266,2266,1994-07-14,thrissur
2267,2267,1994-07-14,palakkad
2268,2268,1994-07-15,thiruvananthapuram
2269,2269,1994-07-15,kozhikode
2270,2270,1994-07-15,thrissur
2271,2271,1994-07-15,kannur
2272,2272,1994-07-23,thrissur
2273,2273,1994-07-31,thiruvananthapuram
2274,2274,1994-07-31,kozhikode
2275,2275,1994-07-31,kollam
2276,2276,1994-07-31,palakkad
2277,2277,1994-08-01,thiruvananthapuram
2278,2278,1994-08-01,thrissur
2279,2279,1994-08-02,thiruvananthapuram
2280,2280,1994-08-02,kollam
2281,2281,1994-08-02,kottayam
2282,2282,1994-08-03,thiruvananthapuram
2283,2283,1994-08-03,thrissur
2284,2284,1994-08-03,kollam
2285,2285,1994-08-03,kannur
2286,2286,1994-08-03,kottayam
2287,2287,1994-09-22,kannur
2288,2288,1994-10-03,thiruvananthapuram
2289,2289,1994-10-03,kollam
2290,2290,1994-10-16,kozhikode
2291,2291,1994-10-24,kollam
2292,2292,1994-06-22,bhopal
2293,2293,1994-06-28,bhopal
2294,2294,1994-07-12,durg
2295,2295,1994-07-12,rajnandgaon
2296,2296,1994-07-12,jabalpur
2297,2297,1994-07-19,durg
2298,2298,1994-07-19,bhopal
2299,2299,1994-07-19,jabalpur
2300,2300,1994-07-19,sagar
2301,2301,1994-08-05,bilaspur
2302,2302,1994-06-04,pune
2303,2303,1994-06-06,nagpur
2304,2304,1994-06-06,pune
2305,2305,1994-06-16,pune
2306,2306,1994-06-16,nashik
2307,2307,1994-06-27,mumbai
2308,2308,1994-06-28,pune
2309,2309,1994-07-04,nagpur
2310,2310,1994-07-08,kolhapur
2311,2311,1994-07-09,akola
2312,2312,1994-07-11,mumbai
2313,2313,1994-07-11,nagpur
2314,2314,1994-07-11,amravati
2315,2315,1994-07-12,mumbai
2316,2316,1994-07-13,mumbai
2317,2317,1994-07-13,pune
2318,2318,1994-07-14,mumbai
2319,2319,1994-07-18,mumbai
2320,2320,1994-07-25,pune
2321,2321,1994-08-29,mumbai
2322,2322,1994-08-30,nagpur
2323,2323,1994-08-30,nashik
2324,2324,1994-08-31,mumbai
2325,2325,1994-09-01,nagpur
2326,2326,1994-09-01,akola
2327,2327,1994-09-01,amravati
2328,2328,1994-09-02,nashik
2329,2329,1994-09-02,thane
2330,2330,1994-09-03,mumbai
2331,2331,1994-09-03,thane
2332,2332,1994-10-16,pune
2333,2333,1994-07-08,cuttack
2334,2334,1994-07-08,sambalpur
2335,2335,1994-07-08,puri
2336,2336,1994-07-08,balasore
2337,2337,1994-08-29,cuttack
2338,2338,1994-07-19,patiala
2339,2339,1994-07-19,hoshiarpur
2340,2340,1994-07-19,kapurthala
2341,2341,1994-07-01,kota
2342,2342,1994-07-05,bhilwara
2343,2343,1994-07-12,bikaner
2344,2344,1994-07-20,jaipur
2345,2345,1994-07-24,jodhpur
2346,2346,1994-07-24,bikaner
2347,2347,1994-07-26,ajmer
2348,2348,1994-07-27,kota
2349,2349,1994-08-16,udaipur
2350,2350,1994-08-16,udaipur
2351,2351,1994-08-20,udaipur
2352,2352,1994-08-20,udaipur
2353,2353,1994-08-28,udaipur
2354,2354,1994-08-28,udaipur
2355,2355,1994-07-13,coimbatore
2356,2356,1994-11-03,madurai
2357,2357,1994-08-08,varanasi
2358,2358,1994-08-08,allahabad
2359,2359,1994-09-12,varanasi
2360,2360,1994-09-22,allahabad
2361,2361,1994-07-13,kolkata
2362,2362,1994-08-02,kolkata
2363,2363,1994-08-06,kolkata
2364,2364,1994-08-14,malda
2365,2365,1994-08-24,kolkata
2366,2366,1994-07-08,chandigarh
2367,2367,1994-07-08,chandigarh
2368,2368,1995-05-06,guntur
2369,2369,1995-05-06,nellore
2370,2370,1995-05-18,goa
2371,2371,1995-05-18,dibrugarh
2372,2372,1995-05-18,jorhat
2373,2373,1995-05-18,dibrugarh
2374,2374,1995-05-18,jorhat
2375,2375,1995-06-05,goa
2376,2376,1995-06-05,dibrugarh
2377,2377,1995-06-05,jorhat
2378,2378,1995-06-05,nagaon
2379,2379,1995-06-05,karimganj
2380,2380,1995-06-05,hailakandi
2381,2381,1995-06-05,sagar
2382,2382,1995-06-05,nalbari
2383,2383,1995-06-05,nagaon
2384,2384,1995-06-05,dibrugarh
2385,2385,1995-06-05,jorhat
2386,2386,1995-07-04,goa
2387,2387,1995-07-04,dibrugarh
2388,2388,1995-07-04,jorhat
2389,2389,1995-07-04,nagaon
2390,2390,1995-07-04,karimganj
2391,2391,1995-07-04,north lakhimpur
2392,2392,1995-07-04,sagar
2393,2393,1995-07-04,nalbari
2394,2394,1995-07-04,nagaon
2395,2395,1995-07-04,tinsukia
2396,2396,1995-07-04,dibrugarh
2397,2397,1995-07-04,jorhat
2398,2398,1995-08-13,dibrugarh
2399,2399,1995-08-13,jorhat
2400,2400,1995-08-13,sagar
2401,2401,1995-08-13,tinsukia
2402,2402,1995-08-13,dibrugarh
2403,2403,1995-08-13,jorhat
2404,2404,1995-10-01,dibrugarh
2405,2405,1995-10-01,sagar
2406,2406,1995-10-01,nalbari
2407,2407,1995-10-01,tinsukia
2408,2408,1995-10-01,dibrugarh
2409,2409,1995-07-22,darbhanga
2410,2410,1995-07-22,katihar
2411,2411,1995-08-17,patna
2412,2412,1995-08-17,darbhanga
2413,2413,1995-08-17,katihar
2414,2414,1995-10-09,bhagalpur
2415,2415,1995-06-12,panipat
2416,2416,1995-08-03,yamunanagar
2417,2417,1995-08-03,una
2418,2418,1995-08-29,rohtak
2419,2419,1995-08-29,karnal
2420,2420,1995-08-29,ambala
2421,2421,1995-09-04,rohtak
2422,2422,1995-09-04,panipat
2423,2423,1995-09-04,sonipat
2424,2424,1995-09-04,karnal
2425,2425,1995-09-04,ambala
2426,2426,1995-09-04,hisar
2427,2427,1995-09-09,rohtak
2428,2428,1995-09-09,hisar
2429,2429,1995-08-06,shimla
2430,2430,1995-08-08,shimla
2431,2431,1995-08-08,solan
2432,2432,1995-08-08,chamba
2433,2433,1995-05-07,kollam
2434,2434,1995-05-07,thiruvananthapuram
2435,2435,1995-05-07,alappuzha
2436,2436,1995-05-07,kottayam
2437,2437,1995-05-07,kozhikode
2438,2438,1995-06-13,thiruvananthapuram
2439,2439,1995-06-13,kozhikode
