,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Event Source,Event Souce ID
169,UEI-DFO-FL-2009-0001,2009-01-07,2009-06-07,151.0,Heavy Rain,,,20.2249,84.7692,1.0,99876.58,0,,500000.0,,,DFO,3497
170,UEI-DFO-FL-2009-0002,2009-11-07,2009-07-17,,Heavy Rain,,,15.3059,74.7271,1.0,63616.23,0,,0.0,,,DFO,3504
171,UEI-DFO-FL-2009-0003,2009-03-07,2009-06-07,92.0,Torrential rain,,,27.481,93.8215,1.0,128962.3,6,,0.0,,,DFO,3496
172,UEI-DFO-FL-2009-0004,2009-01-08,2009-04-08,90.0,"Dam/Levy, break or release",,,26.5,85.5,1.5,21198.81,0,,3000.0,,,DFO,3519
173,UEI-DFO-FL-2009-0005,2009-08-15,2009-08-27,12.0,"Dam/Levy, break or release",,,27.629,80.7483,1.0,84897.57,14,,1000000.0,,,DFO,3529
174,UEI-DFO-FL-2009-0006,2009-08-18,2009-08-27,9.0,Monsoonal rain,,,26.8177,94.143,1.0,72244.8,0,,300000.0,,,DFO,3530
175,UEI-DFO-FL-2009-0007,2009-06-09,2009-10-09,122.0,"Dam/Levy, break or release",,,22.5263,88.0605,2.0,25504.05,0,,37000.0,,,DFO,3539
176,UEI-DFO-FL-2009-0008,2009-09-25,2009-12-10,76.0,Heavy Rain,,,15.7081,78.233,2.0,309688.88,303,,0.0,,,DFO,3551
177,UEI-DFO-FL-2009-0009,2009-03-11,2009-08-11,153.0,Torrential rain,,,11.4729,77.8452,1.5,35725.31,70,,0.0,,,DFO,3566
178,UEI-DFO-FL-2010-0001,2010-03-24,2010-03-26,2.0,Monsoonal rain,,,27.2504,94.6126,1.0,16885.63,0,,0.0,,,DFO,3626
179,UEI-DFO-FL-2010-0002,2010-04-18,2010-04-21,3.0,Heavy Rain,,,26.3166,91.8623,2.0,13472.46,0,,300.0,,,DFO,3636
180,UEI-DFO-FL-2010-0003,2010-05-15,2010-06-26,42.0,Monsoonal rain,,,26.6381,93.1226,1.5,23813.35,0,,10000.0,,,DFO,3650
181,UEI-DFO-FL-2010-0004,2010-05-18,2010-05-24,6.0,Heavy rain,,,15.2182,79.4844,1.0,63171.41,27,,50000.0,,,DFO,3652
182,UEI-DFO-FL-2010-0005,2010-05-07,2010-07-15,69.0,Monsoonal rain,,,30.1895,74.7785,1.0,147437.23,98,,523000.0,,,DFO,3674
183,UEI-DFO-FL-2010-0006,2010-12-07,2010-07-14,,Monsoonal rain,,,25.5869,86.1983,1.0,192748.71,0,,5000.0,,,DFO,3682
184,UEI-DFO-FL-2010-0007,2010-06-08,2010-08-08,61.0,Torrential rain,,,33.5267,76.1256,1.5,145020.41,150,,180.0,,,DFO,3700
185,UEI-DFO-FL-2010-0008,2010-05-09,2010-09-28,142.0,Torrential rain,,,25.965,76.05,1.0,10843.63,0,,12500.0,,,DFO,3710
186,UEI-DFO-FL-2010-0009,2010-01-09,2010-09-17,251.0,Monsoonal rain,,,16.29,80.055,1.5,15951.54,0,,78000.0,,,DFO,3712
187,UEI-DFO-FL-2010-0010,2010-05-09,2010-09-17,131.0,Torrential rain,,,26.235,92.25,1.5,12555.81,1,,30000.0,,,DFO,3713
188,UEI-DFO-FL-2010-0011,2010-09-18,2010-09-30,12.0,Monsoonal rain,,,26.73,82.845,1.5,38537.96,88,,15000.0,,,DFO,3717
189,UEI-DFO-FL-2010-0012,2010-09-18,2010-09-20,2.0,Monsoonal rain,,,25.695,87.75,1.0,11289.64,0,,0.0,,,DFO,3718
190,UEI-DFO-FL-2010-0013,2010-11-15,2010-07-12,,Monsoonal rain,,,9.88679,78.4773,1.5,57474.5,170,,0.0,,,DFO,3757
191,UEI-DFO-FL-2011-0001,2011-01-06,2011-06-13,158.0,Monsoonal rain,,,10.8365,76.7588,1.0,20807.38,4,,500.0,,,DFO,3816
192,UEI-DFO-FL-2011-0002,2011-06-18,2011-06-21,3.0,Torrential rain,,,20.7933,85.8723,1.0,41239.79,5,,0.0,,,DFO,3825
193,UEI-DFO-FL-2011-0003,2011-01-07,2011-07-22,196.0,Monsoonal rain,,,26.0844,86.1969,1.0,42377.33,0,,3000.0,,,DFO,3834
194,UEI-DFO-FL-2011-0004,2011-01-07,2011-07-22,196.0,Monsoonal rain,,,27.3624,94.0349,1.0,27203.38,0,,0.0,,,DFO,3835
195,UEI-DFO-FL-2011-0005,2011-07-23,2011-09-08,47.0,"Dam/Levy, break or release",,,28.5244,80.9261,1.5,85509.51,19,,200000.0,,,DFO,3845
196,UEI-DFO-FL-2011-0006,2011-10-08,2011-09-13,,Monsoonal rain,,,22.3056,88.3453,2.0,28684.15,47,,700000.0,,,DFO,3852
197,UEI-DFO-FL-2011-0007,2011-08-15,2011-02-10,,Monsoonal rain,,,26.3755,86.2422,2.0,40941.51,158,,70000.0,,,DFO,3854
198,UEI-DFO-FL-2011-0008,2011-08-15,2011-08-09,,Monsoonal rain,,,26.5897,92.1815,1.5,50117.38,7,,11000.0,,,DFO,3856
199,UEI-DFO-FL-2011-0009,2011-08-25,2011-09-13,19.0,Monsoonal rain,,,22.3021,73.9531,1.5,33056.09,0,,5000.0,,,DFO,3864
200,UEI-DFO-FL-2011-0010,2011-05-09,2011-02-10,,Monsoonal rain,,,20.6511,86.0022,1.5,27751.69,40,,15000.0,,,DFO,3866
201,UEI-DFO-FL-2012-0001,2012-06-06,2012-07-16,40.0,Monsoonal rain,,,26.5659,92.4354,1.5,29190.16,109,,400000.0,,,DFO,3934
202,UEI-DFO-FL-2012-0002,2012-04-07,2012-07-23,107.0,Monsoonal rain,,,26.1094,86.557,1.0,2638.64,9,,1500.0,,,DFO,3945
203,UEI-DFO-FL-2012-0003,2012-04-08,2012-06-08,61.0,Torrential rain,,,30.1135,78.8529,1.5,31390.53,30,,1200.0,,,DFO,3959
204,UEI-DFO-FL-2012-0004,2012-03-08,2012-06-08,92.0,Monsoonal rain,,,19.4398,82.3216,1.0,35689.54,0,,2000.0,,,DFO,3960
205,UEI-DFO-FL-2012-0005,2012-08-16,2012-08-20,4.0,Monsoonal rain,,,20.9855,82.7962,1.0,29689.98,1,,210.0,,,DFO,3966
206,UEI-DFO-FL-2012-0006,2012-09-16,2012-09-18,2.0,Torrential rain,,,31.3063,76.8569,2.0,37710.76,45,,200.0,,,DFO,3983
207,UEI-DFO-FL-2012-0007,2012-09-19,2012-10-15,26.0,Monsoonal rain,,,26.8031,93.6379,2.0,42597.57,21,,2000000.0,,,DFO,3987
208,UEI-DFO-FL-2012-0008,2012-04-11,2012-08-11,122.0,Tropical cyclone,,,11.8283,78.8042,2.0,126082.83,40,,70000.0,,,DFO,4001
209,UEI-DFO-FL-2013-0001,2013-06-17,2013-06-27,10.0,Monsoonal rain,,,32.7135,76.6135,1.5,131743.41,5748,,75000.0,,,DFO,4065
210,UEI-DFO-FL-2013-0002,2013-11-06,2013-06-18,,Monsoonal rain,,,21.9781,82.5285,1.0,152700.5,0,,8000.0,,,DFO,4067
211,UEI-DFO-FL-2013-0003,2013-06-23,2013-07-15,22.0,Monsoonal rain,,,27.387,94.9182,2.0,38019.26,80,,2000000.0,,,DFO,4069
212,UEI-DFO-FL-2013-0004,2013-12-10,2013-10-14,,Tropical cyclone,,,21.2719,84.2495,2.0,246385.23,27,,250000.0,,,DFO,4091
213,UEI-DFO-FL-2013-0005,2013-12-10,2013-10-11,,Heavy Rain,,,24.7174,85.9321,1.5,102661.14,7,,0.0,,,DFO,4098
214,UEI-DFO-FL-2014-0001,2014-06-23,2014-06-25,2.0,Monsoonal rain,,,27.8115,94.716,1.0,49220.53,0,,10000.0,,,DFO,4154
215,UEI-DFO-FL-2014-0002,2014-07-20,2014-07-29,9.0,Monsoonal rain,,,20.7752,84.1258,1.0,189576.05,6,,15000.0,,,DFO,4165
216,UEI-DFO-FL-2014-0003,2014-11-08,2014-08-09,,Monsoonal rain,,,27.3852,79.7586,1.5,107474.39,31,,4000.0,,,DFO,4171
217,UEI-DFO-FL-2014-0004,2014-08-14,2014-08-09,,Monsoonal rain,,,26.1795,86.2537,1.5,62650.8,0,,10000.0,,,DFO,4174
218,UEI-DFO-FL-2014-0005,2014-08-15,2014-08-09,,Monsoonal rain,,,27.6132,94.6542,1.0,44290.91,1,,75000.0,,,DFO,4176
219,UEI-DFO-FL-2014-0006,2014-09-24,2014-11-10,47.0,Monsoonal rain,,,26.7465,92.4891,1.5,61894.97,59,,30000.0,,,DFO,4188
220,UEI-DFO-FL-2014-0007,2014-12-10,2014-10-27,,Tropical cyclone,,,18.4473,79.6967,1.5,376261.49,42,,0.0,,,DFO,4198
221,UEI-DFO-FL-2014-0008,2014-10-22,2014-10-27,5.0,Monsoonal rain,,,10.2916,78.2616,1.0,115476.31,5,,300.0,,,DFO,4200
222,UEI-DFO-FL-2015-0001,2015-03-20,2015-03-31,11.0,Heavy Rain,,,33.1767,76.4058,1.5,70287.98,44,,2907.0,,,DFO,4239
223,UEI-DFO-FL-2015-0002,2015-05-17,2015-05-21,4.0,Torrential rain,,,10.7121,79.1771,1.0,14179.41,8,,200.0,,,DFO,4251
224,UEI-DFO-FL-2015-0003,2015-02-06,2015-06-29,143.0,Monsoonal rain,,,26.9195,93.8747,1.5,60437.23,3,,9000.0,,,DFO,4259
225,UEI-DFO-FL-2015-0004,2015-06-24,2015-06-29,5.0,Monsoonal rain,,,21.8734,70.7643,1.5,43781.56,81,,9000.0,,,DFO,4265
226,UEI-DFO-FL-2015-0005,2015-07-15,2015-08-19,35.0,Monsoonal rain,,,26.2074,82.6165,2.0,629961.61,206,,300000.0,,,DFO,4282
227,UEI-DFO-FL-2015-0006,2015-08-13,2015-11-09,88.0,Monsoonal rain,,,26.8946,93.751,1.0,69190.14,5,,18000.0,,,DFO,4288
228,UEI-DFO-FL-2015-0007,2015-10-11,2015-04-12,,Tropical cyclone,,,11.8278,78.8554,2.0,93202.05,180,,400000.0,,,DFO,4309
229,UEI-DFO-FL-2016-0001,2016-04-20,2016-01-05,,Heavy Rain,,,27.464,95.6068,1.5,70517.68,18,,3000.0,,,DFO,4355
230,UEI-DFO-FL-2016-0002,2016-06-29,2016-08-26,58.0,Monsoonal rain,,,27.068,93.949,1.5,135742.3,30,,1800.0,,,DFO,4371
231,UEI-DFO-FL-2016-0003,2016-07-07,2016-03-08,,Monsoonal rain,,,22.8107,80.8349,1.5,167030.23,20,,15000.0,,,DFO,4378
232,UEI-DFO-FL-2016-0004,2016-01-08,2016-03-08,60.0,Monsoonal rain,,,21.7477,73.4119,1.5,377732.88,20,,0.0,,,DFO,4383
233,UEI-DFO-FL-2016-0005,2016-07-15,2016-09-22,69.0,Monsoonal rain,,,25.6099,85.1898,1.5,90613.74,127,,377097.0,,,DFO,4384
234,UEI-DFO-FL-2016-0006,2016-09-21,2016-10-16,25.0,Monsoonal rain,,,17.6536,80.3401,1.5,137435.4,17,,3000.0,,,DFO,4405
235,UEI-DFO-FL-2017-0001,2017-02-06,2017-03-07,29.0,Monsoonal rain,,,27.6131,94.9387,1.0,65387.73,6,,113.0,,,DFO,4483
236,UEI-DFO-FL-2017-0002,2017-07-15,2017-07-20,5.0,Monsoonal rain,,,21.898,70.9375,1.0,31956.12,94,,3000.0,,,DFO,4498
237,UEI-DFO-FL-2017-0003,2017-07-27,2017-10-08,73.0,Monsoonal rain,,,22.9061,88.0848,1.0,43809.39,39,,47000.0,,,DFO,4499
238,UEI-DFO-FL-2017-0004,2017-10-08,2017-08-26,,Monsoonal rain,,,28.1657,79.076,2.0,421575.24,253,,422106.0,,,DFO,4507
239,UEI-DFO-FL-2017-0005,2017-10-30,2017-08-11,,Heavy Rain,,,10.489,79.0039,1.5,50536.26,4,,4000.0,,,DFO,4532
240,UEI-DFO-FL-2018-0001,2018-05-29,2018-05-30,1.0,Torrential rain,,,14.3584,75.4408,1.5,116730.41,3,,300.0,,,DFO,4622
241,UEI-DFO-FL-2018-0002,2018-12-06,2018-06-20,,Monsoonal rain,,,26.8948,93.3551,1.5,209440.59,20,,800000.0,,,DFO,4634
242,UEI-DFO-FL-2018-0003,2018-06-25,2018-11-07,135.0,Monsoonal rain,,,33.3752,75.1439,1.0,25994.04,3,,0.0,,,DFO,4640
243,UEI-DFO-FL-2018-0004,2018-06-22,2018-02-07,,Monsoonal rain,,,20.9795,73.783,1.0,57211.12,20,,0.0,,,DFO,4641
244,UEI-DFO-FL-2018-0005,2018-06-07,2018-11-07,153.0,Monsoonal rain,,,19.5656,74.5501,1.5,116871.19,1,,300.0,,,DFO,4644
245,UEI-DFO-FL-2018-0006,2018-09-07,2018-07-19,,Monsoonal rain,,,12.5238,75.6883,1.5,153840.07,12,,34000.0,,,DFO,4656
246,UEI-DFO-FL-2018-0007,2018-07-08,2018-10-08,92.0,Monsoonal rain,,,9.39943,76.7275,1.5,24440.47,20,,1000.0,,,DFO,4663
247,UEI-DFO-FL-2018-0008,2018-02-08,2018-10-08,242.0,Monsoonal rain,,,27.2914,94.1222,1.5,73328.62,0,,25000.0,,,DFO,4665
248,UEI-DFO-FL-2018-0009,2018-01-09,2018-07-09,181.0,Monsoonal rain,,,25.7354,82.4309,1.5,70859.96,20,,1000.0,,,DFO,4673
249,UEI-DFO-FL-2018-0010,2018-08-15,2018-07-09,,Monsoonal rain,,,26.0513,94.7655,1.5,28864.54,11,,2000.0,,,DFO,4675
250,UEI-DFO-FL-2018-0011,2018-09-23,2018-02-10,,Torrential rain,,,31.3414,76.6285,1.0,114348.33,28,,935.0,,,DFO,4684
251,UEI-DFO-FL-2018-0012,2018-11-10,2018-12-10,30.0,Tropical cyclone,,,17.9,83.3588,1.5,87682.57,7,,300000.0,,,DFO,4686
252,UEI-DFO-FL-2019-0001,2019-03-05,2019-07-05,122.0,Tropical cyclone,,,21.5427,87.4662,1.5,123330.04,43,,1400000.0,,,DFO,4746
253,UEI-DFO-FL-2019-0002,2019-05-24,2019-05-27,3.0,Heavy Rain,,,23.4991,91.5736,1.5,9467.55,0,,750.0,,,DFO,4752
254,UEI-DFO-FL-2019-0003,2019-06-27,2019-07-13,16.0,Monsoonal rain,,,27.3531,94.3944,1.0,67022.92,3,,50000.0,,,DFO,4772
255,UEI-DFO-FL-2019-0004,2019-01-07,2019-05-07,120.0,Torrential rain,,,20.2969,74.748,1.5,113845.85,36,,0.0,,,DFO,4775
256,UEI-DFO-FL-2019-0005,2019-06-08,2019-09-08,92.0,Monsoonal rain,,,11.4575,76.0842,1.5,94518.75,0,,22000.0,,,DFO,4784
257,UEI-DFO-FL-2019-0006,2019-05-08,2019-09-08,123.0,Monsoonal rain,,,19.1145,83.4825,1.5,302736.26,25,,112500.0,,,DFO,4785
258,UEI-DFO-FL-2019-0007,2019-09-13,2019-09-22,9.0,Monsoonal rain,,,25.3928,74.3521,1.5,180233.95,0,,4500.0,,,DFO,4798
259,UEI-DFO-FL-2019-0008,2019-09-15,2019-09-22,7.0,Monsoonal rain,,,24.1511,77.3956,1.5,236728.11,0,,45000.0,,,DFO,4799
260,UEI-DFO-FL-2019-0009,2019-10-25,2019-06-11,,Heavy Rain,,,27.0678,94.2459,1.0,106818.77,2,,1000.0,,,DFO,4822
261,UEI-DFO-FL-2019-0010,2019-11-30,2019-06-12,,Heavy Rain,,,10.8488,78.8554,1.5,104755.46,30,,1000.0,,,DFO,4832
262,UEI-EM-DAT-FL-1926-0001,1926-07-19,1926-07-19,0.0,Riverine flood,Bengal,,,,,,,,,,,EM-DAT,1926-0008
263,UEI-EM-DAT-FL-1928-0001,1928-10-19,1928-10-19,0.0,,"Godavari, Vizagapatnam",,,,,,,,,,,EM-DAT,1928-0018
264,UEI-EM-DAT-FL-1950-0001,1950-07-11,1950-07-11,0.0,Riverine flood,Saurashtra,,,,,,,,,,,EM-DAT,1950-0006
265,UEI-EM-DAT-FL-1950-0002,/06/1950,/06/1950,,,,,,,,,,,,,,EM-DAT,1950-0026
266,UEI-EM-DAT-FL-1953-0001,/06/1953,/06/1953,,,,,,,,,,,,,,EM-DAT,1953-0045
267,UEI-EM-DAT-FL-1956-0001,1956-08-01,1956-08-01,0.0,,"Gujarat, Saurashtra, Kutch",,,,,,,,,,,EM-DAT,1956-0012
268,UEI-EM-DAT-FL-1956-0002,1956-09-09,1956-09-09,0.0,,"Bihar, Uttar Pradesh",,,,,,,,,,,EM-DAT,1956-0016
269,UEI-EM-DAT-FL-1956-0003,/10/1956,/10/1956,,,,,,,,,,,,,,EM-DAT,1956-0046
270,UEI-EM-DAT-FL-1957-0001,1957-09-09,1957-09-09,0.0,,"Madya Pradesh, Uttar Pradesh",,,,,,,,,,,EM-DAT,1957-0010
271,UEI-EM-DAT-FL-1957-0002,/09/1957,/09/1957,,,,,,,,,,,,,,EM-DAT,1957-0038
272,UEI-EM-DAT-FL-1957-0003,/11/1957,/11/1957,,,,,,,,,,,,,,EM-DAT,1957-0041
273,UEI-EM-DAT-FL-1958-0001,1958-11-15,1958-11-15,0.0,,Madras city,,,,,,,,,,,EM-DAT,1958-0015
274,UEI-EM-DAT-FL-1959-0001,1959-07-04,1959-07-04,0.0,,Kutch,,,,,,,,,,,EM-DAT,1959-0007
275,UEI-EM-DAT-FL-1959-0002,/07/1959,/07/1959,,,,,,,,,,,,,,EM-DAT,1959-0038
276,UEI-EM-DAT-FL-1959-0003,/09/1959,/09/1959,,,,,,,,,,,,,,EM-DAT,1959-0046
277,UEI-EM-DAT-FL-1960-0001,1960-11-10,1960-11-10,0.0,,"Maduri, Madras City",,,,,,,,,,,EM-DAT,1960-0032
278,UEI-EM-DAT-FL-1960-0002,/07/1960,/07/1960,,,,,,,,,,,,,,EM-DAT,1960-0051
279,UEI-EM-DAT-FL-1960-0003,/08/1960,/08/1960,,,,,,,,,,,,,,EM-DAT,1960-0054
280,UEI-EM-DAT-FL-1960-0004,/09/1960,/09/1960,,,,,,,,,,,,,,EM-DAT,1960-0056
281,UEI-EM-DAT-FL-1961-0001,/07/1961,/07/1961,,,North,,,,,,,,,,,EM-DAT,1961-0007
282,UEI-EM-DAT-FL-1961-0002,1961-09-06,1961-09-06,0.0,,"Central, West India",,,,,,,,,,,EM-DAT,1961-0009
283,UEI-EM-DAT-FL-1961-0003,1961-10-09,1961-10-09,0.0,,Uttar Pradesh,,,,,,,,,,,EM-DAT,1961-0012
284,UEI-EM-DAT-FL-1961-0004,/10/1961,/10/1961,,,,,,,,,,,,,,EM-DAT,1961-0050
285,UEI-EM-DAT-FL-1962-0001,/08/1962,/08/1962,,,,,,,,,,,,,,EM-DAT,1962-0034
286,UEI-EM-DAT-FL-1962-0002,/09/1962,/09/1962,,,,,,,,,,,,,,EM-DAT,1962-0036
287,UEI-EM-DAT-FL-1963-0001,/07/1963,/07/1963,,,,,,,,,,,,,,EM-DAT,1963-0070
288,UEI-EM-DAT-FL-1964-0001,/07/1964,/07/1964,,,"Assam, Bihar, Punjab",,,,,,,,,,,EM-DAT,1964-0038
289,UEI-EM-DAT-FL-1964-0002,/10/1964,/10/1964,,,Andhra Pradesh,,,,,,,,,,,EM-DAT,1964-0055
290,UEI-EM-DAT-FL-1964-0003,/09/1964,/09/1964,,,,,,,,,,,,,,EM-DAT,1964-0097
291,UEI-EM-DAT-FL-1964-0004,/09/1964,/09/1964,,,,,,,,,,,,,,EM-DAT,1964-0101
292,UEI-EM-DAT-FL-1966-0001,/06/1966,/06/1966,,,"Manipur, Assam",,,,,,,,,,,EM-DAT,1966-0046
293,UEI-EM-DAT-FL-1967-0001,1967-09-05,1967-09-05,0.0,,"North, Central",,,,,,,,,,,EM-DAT,1967-0055
294,UEI-EM-DAT-FL-1968-0001,1968-06-12,1968-06-12,0.0,,Assam,,,,,,,,,,,EM-DAT,1968-0051
295,UEI-EM-DAT-FL-1968-0002,/07/1968,/07/1968,,Flash flood,"(1) Rajasthan, Gujarat - (2) North-East, West Bengal, Assam",,,,,,,,,,,EM-DAT,1968-0055
296,UEI-EM-DAT-FL-1968-0003,/08/1968,/08/1968,,,,,,,,,,,,,,EM-DAT,1968-0124
297,UEI-EM-DAT-FL-1968-0004,/10/1968,/10/1968,,,,,,,,,,,,,,EM-DAT,1968-0127
298,UEI-EM-DAT-FL-1970-0001,/07/1970,/07/1970,,,"North-East, Western, North",,,,,,,,,,,EM-DAT,1970-0034
299,UEI-EM-DAT-FL-1970-0002,1970-09-02,1970-09-02,0.0,,"Gujarat, Orissa states",,,,,,,,,,,EM-DAT,1970-0105
300,UEI-EM-DAT-FL-1971-0001,/06/1971,/06/1971,,,North,,,,,,,,,,,EM-DAT,1971-0037
301,UEI-EM-DAT-FL-1971-0002,1971-09-09,1971-09-09,0.0,,Uttar Pradesh,,,,,,,,,,,EM-DAT,1971-0052
302,UEI-EM-DAT-FL-1971-0003,/06/1971,/06/1971,,,"Brahmaputra, Dhemaji, North Lakhimpur, Jorhat, Tezpur sub-divisions",,,,,,,,,,,EM-DAT,1971-0116
303,UEI-EM-DAT-FL-1974-0001,/06/1974,/06/1974,,,,,,,,,,,,,,EM-DAT,1974-0128
304,UEI-EM-DAT-FL-1974-0002,1974-07-02,1974-07-02,0.0,,"Tinsukia, Dhemaji, Nowgong, Majuli, Jorhat, Dhubri",,,,,,,,,,,EM-DAT,1974-0129
305,UEI-EM-DAT-FL-1975-0001,/07/1975,/07/1975,,,"Northwest, Bihar",,,,,,,,,,,EM-DAT,1975-0037
306,UEI-EM-DAT-FL-1977-0001,/08/1977,/08/1977,,Riverine flood,Ganges region,,,,,,,,,,,EM-DAT,1977-0094
307,UEI-EM-DAT-FL-1977-0002,/10/1977,/10/1977,,,Tamil Nadu,,,,,,,,,,,EM-DAT,1977-0121
308,UEI-EM-DAT-FL-1978-0001,/07/1978,/07/1978,,,"North, Northeast",,,,,,,,,,,EM-DAT,1978-0087
309,UEI-EM-DAT-FL-1978-0002,/09/1978,/09/1978,,,West Bengal,,,,,,,,,,,EM-DAT,1978-0111
310,UEI-EM-DAT-FL-1979-0001,/07/1979,/07/1979,,,"North West, North, North East",,,,,,,,,,,EM-DAT,1979-0060
311,UEI-EM-DAT-FL-1979-0002,/10/1979,/10/1979,,,Assam,,,,,,,,,,,EM-DAT,1979-0093
312,UEI-EM-DAT-FL-1979-0003,/11/1979,/11/1979,,,Tamil Nadu,,,,,,,,,,,EM-DAT,1979-0100
313,UEI-EM-DAT-FL-1979-0004,1979-08-25,1979-08-25,0.0,,"Uttar Pradesh, Bihar, West Bengal",,,,,,,,,,,EM-DAT,1979-0225
314,UEI-EM-DAT-FL-1980-0001,/07/1980,/07/1980,,,Assam,,,,,,,,,,,EM-DAT,1980-0057
315,UEI-EM-DAT-FL-1980-0002,/07/1980,/07/1980,,,Gujarat,,,,,,,,,,,EM-DAT,1980-0062
316,UEI-EM-DAT-FL-1980-0003,/08/1980,/08/1980,,,"Uttar Pradesh, Bihar, Gujarat, Kerala, Haryana",,,,,,,,,,,EM-DAT,1980-0074
317,UEI-EM-DAT-FL-1980-0004,/09/1980,/09/1980,,,Orissa,,,,,,,,,,,EM-DAT,1980-0085
318,UEI-EM-DAT-FL-1980-0005,/07/1980,/07/1980,,,,,,,,,,,,,,EM-DAT,1980-0324
319,UEI-EM-DAT-FL-1981-0001,1981-07-04,1981-07-04,0.0,,,,,,,,,,,,,EM-DAT,1981-0063
320,UEI-EM-DAT-FL-1982-0001,/08/1982,/08/1982,,,Northeast,,,,,,,,,,,EM-DAT,1982-0087
321,UEI-EM-DAT-FL-1982-0002,/06/1982,/06/1982,,,North-East region,,,,,,,,,,,EM-DAT,1982-0314
322,UEI-EM-DAT-FL-1983-0001,/07/1983,/07/1983,,,"Upper Assama, Central Sikkim",,,,,,,,,,,EM-DAT,1983-0089
323,UEI-EM-DAT-FL-1983-0002,/08/1983,/08/1983,,,Central - Western,,,,,,,,,,,EM-DAT,1983-0102
324,UEI-EM-DAT-FL-1983-0003,/12/1983,/12/1983,,,Tamil Nadu,,,,,,,,,,,EM-DAT,1983-0153
325,UEI-EM-DAT-FL-1983-0004,/09/1983,/09/1983,,,,,,,,,,,,,,EM-DAT,1983-0507
326,UEI-EM-DAT-FL-1984-0001,/05/1984,/05/1984,,,North-East states,,,,,,,,,,,EM-DAT,1984-0040
327,UEI-EM-DAT-FL-1984-0002,1984-06-25,1984-06-25,0.0,,"West Bengal, Uttar Pradesh, Assam, Bihar",,,,,,,,,,,EM-DAT,1984-0318
328,UEI-EM-DAT-FL-1984-0003,1984-08-16,1984-08-16,0.0,Flash flood,Ladakh area,,,,,,,,,,,EM-DAT,1984-0322
329,UEI-EM-DAT-FL-1984-0004,/08/1984,/08/1984,,,"W Bengal, Uttar Pradesh & Orissa",,,,,,,,,,,EM-DAT,1984-0323
330,UEI-EM-DAT-FL-1984-0005,/09/1984,/09/1984,,,North-East region,,,,,,,,,,,EM-DAT,1984-0325
331,UEI-EM-DAT-FL-1985-0001,/06/1985,/06/1985,,,Punjab (Western),,,,,,,,,,,EM-DAT,1985-0067
332,UEI-EM-DAT-FL-1985-0002,/06/1985,/06/1985,,,"Uttar Pradesh,  West Bengal, Punjab (North, North-West, East India)",,,,,,,,,,,EM-DAT,1985-0068
333,UEI-EM-DAT-FL-1985-0003,1985-11-12,1985-11-12,0.0,,Tamil Nadu,,,,,,,,,,,EM-DAT,1985-0131
334,UEI-EM-DAT-FL-1985-0004,/09/1985,/09/1985,,Riverine flood,"Uttar Pradesh, Bihar",,,,,,,,,,,EM-DAT,1985-0317
335,UEI-EM-DAT-FL-1985-0005,1985-06-23,1985-06-23,0.0,Riverine flood,"Kerala, Assam, Bombay, Karnataka, Goa states",,,,,,,,,,,EM-DAT,1985-0343
336,UEI-EM-DAT-FL-1986-0001,/08/1986,/08/1986,,Riverine flood,Andhra Pradesh,,,,,,,,,,,EM-DAT,1986-0085
337,UEI-EM-DAT-FL-1986-0002,1986-10-10,1986-10-10,0.0,,,,,,,,,,,,,EM-DAT,1986-0239
338,UEI-EM-DAT-FL-1986-0003,//1986,//1986,,,,,,,,,,,,,,EM-DAT,1986-0385
339,UEI-EM-DAT-FL-1987-0001,/08/1987,/08/1987,,Riverine flood,"Assam, Bihar, West Bengal",,,,,,,,,,,EM-DAT,1987-0137
340,UEI-EM-DAT-FL-1987-0002,/05/1987,/05/1987,,, Cachemire,,,,,,,,,,,EM-DAT,1987-0386
341,UEI-EM-DAT-FL-1987-0003,1987-07-09,1987-07-09,0.0,, Andhra Pradesh,,,,,,,,,,,EM-DAT,1987-0394
342,UEI-EM-DAT-FL-1987-0004,1987-09-18,1987-09-18,0.0,,Uttar Pradesh,,,,,,,,,,,EM-DAT,1987-0410
343,UEI-EM-DAT-FL-1988-0001,/06/1988,/06/1988,,Riverine flood,"Bihar, West Bengal, Assam",,,,,,,,,,,EM-DAT,1988-0244
344,UEI-EM-DAT-FL-1988-0002,1988-09-22,1988-10-09,17.0,Riverine flood,"Punjab, Himachal Pradesh, Haryana, Jamuu and Kashmir, Delhi",,,,,,,,,,,EM-DAT,1988-0438
345,UEI-EM-DAT-FL-1988-0003,/08/1988,/08/1988,,,"Uttar Pradesh, Assam, Bihar, West Bengal, Arunachal Pradesh",,,,,,,,,,,EM-DAT,1988-0703
346,UEI-EM-DAT-FL-1989-0001,1989-07-28,1989-07-28,0.0,Riverine flood,"Maharashtra, Andhra Pradesh, Gujarat",,,,,,,,,,,EM-DAT,1989-0091
347,UEI-EM-DAT-FL-1989-0002,/08/1989,/08/1989,,Riverine flood,"Assam, Arunachal Pradesh, Manipur, Mizorem",,,,,,,,,,,EM-DAT,1989-0260
348,UEI-EM-DAT-FL-1990-0001,1990-03-21,1990-03-22,1.0,Flash flood,"Jammu, Kargil district (Kashmir)",,,,,,,,,,,EM-DAT,1990-0103
