0,1,2
973,973,06-1978,rajasthan
974,974,06-1978,rajasthan
975,975,06-1978,rajasthan
976,976,06-1978,rajasthan
977,977,11-1978,tamil nadu
978,978,11-1978,tamil nadu
979,979,07-1978,tripura
980,980,06-1978,uttarakhand
981,981,07-1978,uttar pradesh
982,982,08-1978,uttar pradesh
983,983,08-1978,uttar pradesh
984,984,08-1978,uttar pradesh
985,985,08-1978,uttar pradesh
986,986,08-1978,uttar pradesh
987,987,09-1978,uttar pradesh
988,988,09-1978,uttar pradesh
989,989,09-1978,uttar pradesh
990,990,09-1978,uttar pradesh
991,991,09-1978,uttarakhand
992,992,09-1978,madhya pradesh
993,993,09-1978,uttar pradesh
994,994,09-1978,uttar pradesh
995,995,09-1978,uttar pradesh
996,996,09-1978,uttar pradesh
997,997,09-1978,uttar pradesh
998,998,11-1979,andhra pradesh
999,999,06-1979,assam
1000,1000,07-1979,assam
1001,1001,07-1979,madhya pradesh
1002,1002,07-1979,assam
1003,1003,07-1979,goa
1004,1004,08-1979,gujrat
1005,1005,07-1979,jammu
1006,1006,07-1979,kerala
1007,1007,08-1979,madhya pradesh
1008,1008,10-1979,madhya pradesh
1009,1009,10-1979,madhya pradesh
1010,1010,01-1979,maharashtra
1011,1011,06-1979,maharashtra
1012,1012,07-1979,maharashtra
1013,1013,08-1979,maharashtra
1014,1014,07-1979,maharashtra
1015,1015,08-1979,maharashtra
1016,1016,09-1979,maharashtra
1017,1017,09-1979,maharashtra
1018,1018,09-1979,maharashtra
1019,1019,11-1979,maharashtra
1020,1020,02-1979,delhi
1021,1021,07-1979,maharashtra
1022,1022,07-1979,rajasthan
1023,1023,07-1979,rajasthan
1024,1024,07-1979,rajasthan
1025,1025,07-1979,rajasthan
1026,1026,07-1979,rajasthan
1027,1027,07-1979,rajasthan
1028,1028,08-1979,rajasthan
1029,1029,07-1979,sikkim
1030,1030,11-1979,tamil nadu
1031,1031,11-1979,tamil nadu
1032,1032,11-1979,tamil nadu
1033,1033,07-1979,west bengal
1034,1034,08-1979,west bengal
1035,1035,06-1980,assam
1036,1036,06-1980,assam
1037,1037,06-1980,madhya pradesh
1038,1038,08-1980,goa
1039,1039,08-1980,assam
1040,1040,08-1980,madhya pradesh
1041,1041,08-1980,assam
1042,1042,07-1980,bihar
1043,1043,07-1980,bihar
1044,1044,08-1980,bihar
1045,1045,08-1980,bihar
1046,1046,08-1980,bihar
1047,1047,08-1980,bihar
1048,1048,08-1980,bihar
1049,1049,08-1980,bihar 
1050,1050,08-1980,mon
1051,1051,06-1980,gujrat
1052,1052,06-1980,gujrat
1053,1053,07-1980,haryana
1054,1054,07-1980,haryana
1055,1055,07-1980,delhi
1056,1056,07-1980,delhi
1057,1057,07-1980,haryana
1058,1058,07-1980,haryana
1059,1059,07-1980,jammu
1060,1060,06-1980,kerala
1061,1061,06-1980,kerala
1062,1062,07-1980,kerala
1063,1063,07-1980,kerala
1064,1064,08-1980,kerala
1065,1065,08-1980,kerala
1066,1066,09-1980,kerala
1067,1067,10-1980,kerala
1068,1068,07-1980,chattisgarh
1069,1069,08-1980,madhya pradesh
1070,1070,09-1980,chattisgarh
1071,1071,09-1980,chattisgarh
1072,1072,06-1980,maharashtra
1073,1073,07-1980,maharashtra
1074,1074,08-1980,maharashtra
1075,1075,08-1980,maharashtra
1076,1076,07-1980,goa
1077,1077,08-1980,maharashtra
1078,1078,08-1980,maharashtra
1079,1079,08-1980,maharashtra
1080,1080,08-1980,maharashtra
1081,1081,09-1980,maharashtra
1082,1082,09-1980,maharashtra
1083,1083,10-1980,manipur
1084,1084,08-1980,orissa
1085,1085,09-1980,orissa
1086,1086,09-1980,orissa
1087,1087,09-1980,orissa
1088,1088,07-1980,punjab
1089,1089,07-1980,punjab
1090,1090,07-1980,punjab
1091,1091,07-1980,punjab
1092,1092,07-1980,rajasthan
1093,1093,08-1980,sikkim
1094,1094,07-1980,tamil nadu
1095,1095,07-1980,uttar pradesh
1096,1096,07-1980,uttar pradesh
1097,1097,08-1980,orissa
1098,1098,08-1980,uttar pradesh
1099,1099,08-1980,uttar pradesh
1100,1100,08-1980,uttar pradesh
1101,1101,08-1980,uttar pradesh
1102,1102,08-1980,uttar pradesh
1103,1103,06-1981,assam
1104,1104,06-1981,madhya pradesh
1105,1105,06-1981,assam
1106,1106,07-1981,goa
1107,1107,07-1981,assam
1108,1108,07-1981,madhya pradesh
1109,1109,07-1981,assam
1110,1110,07-1981,goa
1111,1111,07-1981,madhya pradesh
1112,1112,07-1981,bihar
1113,1113,07-1981,bihar 
1114,1114,06-1981,delhi
1115,1115,08-1981,haryana
1116,1116,08-1981,haryana
1117,1117,07-1981,gujrat
1118,1118,07-1981,gujrat
1119,1119,07-1981,gujrat
1120,1120,08-1981,gujrat
1121,1121,09-1981,gujrat
1122,1122,08-1981,haryana
1123,1123,08-1981,haryana
1124,1124,08-1981,himachal pradesh
1125,1125,07-1981,jammu
1126,1126,06-1981,kerala
1127,1127,06-1981,kerala
1128,1128,06-1981,kerala
1129,1129,08-1981,kerala
1130,1130,08-1981,madhya pradesh
1131,1131,08-1981,madhya pradesh
1132,1132,06-1981,chhattisgarh
1133,1133,06-1981,maharashtra
1134,1134,07-1981,maharashtra
1135,1135,07-1981,maharashtra
1136,1136,08-1981,chhattisgarh
1137,1137,08-1981,maharashtra
1138,1138,08-1981,maharashtra
1139,1139,08-1981,maharashtra
1140,1140,09-1981,maharashtra
1141,1141,09-1981,maharashtra
1142,1142,09-1981,maharashtra
1143,1143,09-1981,maharashtra
1144,1144,09-1981,maharashtra
1145,1145,06-1981,maharashtra
1146,1146,06-1981,maharashtra
1147,1147,09-1981,maharashtra
1148,1148,09-1981,maharashtra
1149,1149,07-1981,kohima
1150,1150,01-1981,punjab
1151,1151,01-1981,punjab
1152,1152,08-1981,punjab
1153,1153,08-1981,punjab
1154,1154,07-1981,rajasthan
1155,1155,07-1981,rajasthan
1156,1156,07-1981,rajasthan
1157,1157,07-1981,tripura
1158,1158,06-1981,uttar pradesh
1159,1159,06-1981,uttar pradesh
1160,1160,07-1981,orissa
1161,1161,07-1981,uttar pradesh
1162,1162,07-1981,uttar pradesh
1163,1163,08-1981,uttar pradesh
1164,1164,08-1981,uttar pradesh
1165,1165,05-1981,west bengal
1166,1166,05-1981,west bengal
1167,1167,06-1981,west bengal
1168,1168,07-1981,west bengal
1169,1169,07-1981,west bengal
1170,1170,09-1981,west bengal
1171,1171,07-1982,madhya pradesh
1172,1172,07-1982,assam
1173,1173,07-1982,assam
1174,1174,07-1982,madhya pradesh
1175,1175,07-1982,assam
1176,1176,09-1982,bihar
1177,1177,09-1982,bihar
1178,1178,09-1982,bihar
1179,1179,09-1982,bihar 
1180,1180,09-1982,mon
1181,1181,05-1982,gujrat
1182,1182,07-1982,gujrat
1183,1183,04-1982,chhattisgarh
1184,1184,04-1982,himachal pradesh
1185,1185,04-1982,himachal pradesh
1186,1186,08-1982,jammu
1187,1187,05-1982,punjab
1188,1188,08-1982,punjab
1189,1189,08-1982,kerala
1190,1190,08-1982,madhya pradesh
1191,1191,08-1982,madhya pradesh
1192,1192,09-1982,himachal pradesh
1193,1193,08-1982,madhya pradesh
1194,1194,08-1982,madhya pradesh
1195,1195,08-1982,orissa
1196,1196,08-1982,chattisgarh
1197,1197,08-1982,chattisgarh
1198,1198,05-1982,maharashtra
1199,1199,08-1982,maharashtra
1200,1200,08-1982,orissa
1201,1201,08-1982,orissa
1202,1202,08-1982,orissa
1203,1203,08-1982,orissa
1204,1204,08-1982,orissa
1205,1205,04-1982,uttar pradesh
1206,1206,04-1982,punjab
1207,1207,08-1982,rajasthan
1208,1208,08-1982,uttar pradesh
1209,1209,08-1982,uttar pradesh
1210,1210,08-1982,uttar pradesh
1211,1211,08-1982,uttarakhand
1212,1212,09-1982,uttar pradesh
1213,1213,09-1982,uttar pradesh
1214,1214,09-1982,west bengal
1215,1215,07-1982,delhi
1216,1216,06-1982,goa
1217,1217,07-1982,goa
1218,1218,07-1982,goa
1219,1219,07-1982,goa
1220,1220,08-1983,telangana
1221,1221,08-1983,telangana
1222,1222,08-1983,telangana
1223,1223,08-1983,telangana
1224,1224,08-1983,telangana
1225,1225,09-1983,andhra pradesh
1226,1226,09-1983,andhra pradesh
1227,1227,09-1983,telangana
1228,1228,10-1983,bihar
1229,1229,10-1983,telangana
1230,1230,10-1983,telangana
1231,1231,10-1983,telangana
1232,1232,10-1983,telangana
1233,1233,10-1983,telangana
1234,1234,10-1983,telangana
1235,1235,05-1983,madhya pradesh
1236,1236,07-1983,assam
1237,1237,07-1983,madhya pradesh
1238,1238,07-1983,assam
1239,1239,07-1983,madhya pradesh
1240,1240,09-1983,goa
1241,1241,07-1983,bihar 
1242,1242,07-1983,bihar
1243,1243,08-1983,mon
1244,1244,08-1983,bihar 
1245,1245,08-1983,bihar
1246,1246,08-1983,bihar
1247,1247,08-1983,bihar 
1248,1248,08-1983,mon
1249,1249,09-1983,bihar 
1250,1250,09-1983,mon
1251,1251,06-1983,gujrat
1252,1252,06-1983,gujrat
1253,1253,06-1983,gujrat
1254,1254,06-1983,himachal pradesh
1255,1255,07-1983,gujrat
1256,1256,07-1983,himachal pradesh
1257,1257,09-1983,gujrat
1258,1258,09-1983,gujrat
1259,1259,09-1983,himachal pradesh
1260,1260,08-1983,haryana
1261,1261,08-1983,haryana
1262,1262,08-1983,haryana
1263,1263,03-1983,himachal pradesh
1264,1264,08-1983,jammu
1265,1265,09-1983,jammu
1266,1266,08-1983,karnataka
1267,1267,08-1983,madhya pradesh
1268,1268,09-1983,madhya pradesh
1269,1269,09-1983,himachal pradesh
1270,1270,09-1983,madhya pradesh
1271,1271,09-1983,madhya pradesh
1272,1272,09-1983,madhya pradesh
1273,1273,09-1983,madhya pradesh
1274,1274,09-1983,himachal pradesh
1275,1275,09-1983,madhya pradesh
1276,1276,09-1983,himachal pradesh
1277,1277,09-1983,madhya pradesh
1278,1278,06-1983,maharashtra
1279,1279,08-1983,maharashtra
1280,1280,08-1983,maharashtra
1281,1281,08-1983,maharashtra
1282,1282,08-1983,maharashtra
1283,1283,08-1983,maharashtra
1284,1284,09-1983,maharashtra
1285,1285,09-1983,maharashtra
1286,1286,09-1983,maharashtra
1287,1287,09-1983,maharashtra
1288,1288,10-1983,maharashtra
1289,1289,07-1983,meghalaya
1290,1290,07-1983,orissa
1291,1291,06-1983,punjab
1292,1292,07-1983,punjab
1293,1293,07-1983,punjab
1294,1294,08-1983,punjab
1295,1295,07-1983,rajasthan
1296,1296,07-1983,rajasthan
1297,1297,07-1983,rajasthan
1298,1298,09-1983,rajasthan
1299,1299,05-1983,tripura
1300,1300,07-1983,uttar pradesh
1301,1301,07-1983,uttarakhand
1302,1302,08-1983,uttar pradesh
1303,1303,06-1983,goa
1304,1304,09-1984,visakhabiharm
1305,1305,09-1984,bihar
1306,1306,05-1984,assam
1307,1307,06-1984,assam
1308,1308,06-1984,assam
1309,1309,06-1984,assam
1310,1310,06-1984,assam
1311,1311,07-1984,goa
1312,1312,07-1984,assam
1313,1313,07-1984,assam
1314,1314,07-1984,assam
1315,1315,07-1984,assam
1316,1316,09-1984,goa
1317,1317,09-1984,assam
1318,1318,09-1984,assam
1319,1319,09-1984,assam
1320,1320,09-1984,assam
1321,1321,06-1984,bihar
1322,1322,06-1984,bihar
1323,1323,07-1984,bihar
1324,1324,07-1984,bihar
1325,1325,07-1984,bihar
1326,1326,07-1984,bihar
1327,1327,07-1984,bihar
1328,1328,07-1984,bihar 
1329,1329,08-1984,bihar
1330,1330,08-1984,bihar
1331,1331,08-1984,bihar
1332,1332,08-1984,bihar
1333,1333,08-1984,maharashtra
1334,1334,08-1984,bihar
1335,1335,09-1984,bihar
1336,1336,09-1984,bihar 
1337,1337,06-1984,gujrat
1338,1338,07-1984,gujrat
1339,1339,08-1984,gujrat
1340,1340,08-1984,himachal pradesh
1341,1341,08-1984,gujrat
1342,1342,08-1984,gujrat
1343,1343,07-1984,jammu
1344,1344,07-1984,punjab
1345,1345,07-1984,punjab
1346,1346,06-1984,kerala
1347,1347,06-1984,kerala
1348,1348,10-1984,kerala
1349,1349,07-1984,madhya pradesh
1350,1350,08-1984,madhya pradesh
1351,1351,08-1984,madhya pradesh
1352,1352,08-1984,madhya pradesh
1353,1353,08-1984,madhya pradesh
1354,1354,08-1984,madhya pradesh
1355,1355,08-1984,madhya pradesh
1356,1356,08-1984,madhya pradesh
1357,1357,08-1984,chattisgarh
1358,1358,08-1984,madhya pradesh
1359,1359,08-1984,madhya pradesh
1360,1360,08-1984,madhya pradesh
1361,1361,08-1984,chattisgarh
1362,1362,08-1984,chattisgarh
1363,1363,08-1984,madhya pradesh
1364,1364,06-1984,maharashtra
1365,1365,06-1984,maharashtra
1366,1366,06-1984,maharashtra
1367,1367,06-1984,maharashtra
1368,1368,06-1984,maharashtra
1369,1369,07-1984,maharashtra
1370,1370,07-1984,maharashtra
1371,1371,07-1984,maharashtra
1372,1372,07-1984,maharashtra
1373,1373,07-1984,maharashtra
1374,1374,07-1984,maharashtra
1375,1375,08-1984,maharashtra
1376,1376,08-1984,maharashtra
1377,1377,08-1984,maharashtra
1378,1378,09-1984,maharashtra
1379,1379,09-1984,maharashtra
1380,1380,10-1984,maharashtra
1381,1381,08-1984,orissa
1382,1382,08-1984,orissa
1383,1383,08-1984,orissa
1384,1384,09-1984,punjab
1385,1385,07-1984,rajasthan
1386,1386,03-1984,tamil nadu
1387,1387,03-1984,tamil nadu
1388,1388,04-1984,tamil nadu
1389,1389,10-1984,tamil nadu
1390,1390,05-1984,tripura
1391,1391,06-1984,tripura
1392,1392,07-1984,uttarakhand
1393,1393,08-1984,uttar pradesh
1394,1394,09-1984,uttar pradesh
1395,1395,06-1984,west bengal
1396,1396,06-1984,west bengal
1397,1397,06-1984,west bengal
1398,1398,06-1984,west bengal
1399,1399,07-1984,west bengal
1400,1400,07-1984,west bengal
1401,1401,08-1984,west bengal
1402,1402,08-1984,west bengal
1403,1403,08-1984,delhi
1404,1404,09-1984,delhi
1405,1405,07-1984,goa
1406,1406,08-1984,goa
1407,1407,10-1985,telangana
1408,1408,11-1985,andhra pradesh
1409,1409,06-1985,assam
1410,1410,06-1985,assam
1411,1411,06-1985,assam
1412,1412,07-1985,goa
1413,1413,07-1985,assam
1414,1414,07-1985,madhya pradesh
1415,1415,07-1985,bihar
1416,1416,07-1985,bihar
1417,1417,07-1985,bihar
1418,1418,07-1985,bihar
1419,1419,07-1985,bihar 
1420,1420,07-1985,jharkand
1421,1421,09-1985,bihar
1422,1422,10-1985,bihar
1423,1423,10-1985,bihar
1424,1424,10-1985,bihar
1425,1425,08-1985,gujrat
1426,1426,08-1985,gujrat
1427,1427,08-1985,haryana
1428,1428,08-1985,haryana
1429,1429,08-1985,haryana
1430,1430,08-1985,himachal pradesh
1431,1431,08-1985,himachal pradesh
1432,1432,08-1985,himachal pradesh
1433,1433,08-1985,himachal pradesh
1434,1434,08-1985,himachal pradesh
1435,1435,07-1985,jammu
1436,1436,06-1985,kerala
1437,1437,06-1985,kerala
1438,1438,06-1985,kerala
1439,1439,07-1985,kerala
1440,1440,05-1985,madhya pradesh
1441,1441,08-1985,madhya pradesh
1442,1442,08-1985,madhya pradesh
1443,1443,08-1985,madhya pradesh
1444,1444,08-1985,chhattisgarh
1445,1445,08-1985,madhya pradesh
1446,1446,09-1985,chattisgarh
1447,1447,06-1985,maharashtra
1448,1448,06-1985,maharashtra
1449,1449,06-1985,maharashtra
1450,1450,06-1985,maharashtra
1451,1451,06-1985,maharashtra
1452,1452,06-1985,maharashtra
1453,1453,07-1985,maharashtra
1454,1454,07-1985,chhattisgarh
1455,1455,08-1985,maharashtra
1456,1456,08-1985,orissa
1457,1457,08-1985,orissa
1458,1458,07-1985,punjab
1459,1459,07-1985,punjab
1460,1460,07-1985,punjab
1461,1461,07-1985,punjab
1462,1462,08-1985,punjab
1463,1463,12-1985,rajasthan
1464,1464,08-1985,uttar pradesh
1465,1465,09-1985,orissa
1466,1466,09-1985,uttar pradesh
1467,1467,09-1985,uttar pradesh
1468,1468,09-1985,uttar pradesh
1469,1469,09-1985,uttar pradesh
1470,1470,09-1985,uttar pradesh
1471,1471,09-1985,uttar pradesh
1472,1472,09-1985,uttar pradesh
1473,1473,09-1985,uttar pradesh
1474,1474,10-1985,uttar pradesh
1475,1475,10-1985,uttar pradesh
1476,1476,07-1985,west bengal
1477,1477,08-1985,west bengal
1478,1478,07-1985,delhi
1479,1479,07-1985,delhi
1480,1480,01-1986,andhra pradesh
1481,1481,01-1986,telangana
1482,1482,02-1986,telangana
1483,1483,06-1986,telangana
1484,1484,07-1986,telangana
1485,1485,08-1986,andhra pradesh
1486,1486,08-1986,andhra pradesh
1487,1487,08-1986,telangana
1488,1488,08-1986,telangana
1489,1489,08-1986,telangana
1490,1490,08-1986,telangana
1491,1491,10-1986,andhra pradesh
1492,1492,06-1986,assam
1493,1493,06-1986,assam
1494,1494,09-1986,assam
1495,1495,09-1986,assam
1496,1496,09-1986,assam
1497,1497,09-1986,assam
1498,1498,10-1986,goa
1499,1499,10-1986,assam
1500,1500,10-1986,assam
1501,1501,10-1986,assam
1502,1502,06-1986,bihar
1503,1503,06-1986,bihar
1504,1504,06-1986,gujrat
1505,1505,06-1986,himachal pradesh
1506,1506,08-1986,gujrat
1507,1507,08-1986,chhattisgarh
1508,1508,04-1986,jammu
1509,1509,08-1986,jammu
1510,1510,08-1986,jammu
1511,1511,08-1986,jammu
1512,1512,05-1986,kerala
1513,1513,05-1986,kerala
1514,1514,03-1986,kerala
1515,1515,06-1986,kerala
1516,1516,08-1986,kerala
1517,1517,08-1986,madhya pradesh
1518,1518,08-1986,madhya pradesh
1519,1519,08-1986,madhya pradesh
1520,1520,06-1986,maharashtra
1521,1521,06-1986,gujrat
1522,1522,06-1986,chhattisgarh
1523,1523,06-1986,maharashtra
1524,1524,06-1986,maharashtra
1525,1525,06-1986,maharashtra
1526,1526,06-1986,maharashtra
1527,1527,06-1986,maharashtra
1528,1528,08-1986,chhattisgarh
1529,1529,08-1986,maharashtra
1530,1530,08-1986,maharashtra
1531,1531,08-1986,maharashtra
1532,1532,07-1986,manipur
1533,1533,06-1986,orissa
1534,1534,06-1986,orissa
1535,1535,06-1986,orissa
1536,1536,07-1986,orissa
1537,1537,07-1986,orissa
1538,1538,11-1986,orissa
1539,1539,11-1986,orissa
1540,1540,11-1986,orissa
1541,1541,07-1986,punjab
1542,1542,07-1986,rajasthan
1543,1543,07-1986,orissa
1544,1544,07-1986,uttar pradesh
1545,1545,07-1986,uttar pradesh
1546,1546,07-1986,uttar pradesh
1547,1547,07-1986,uttar pradesh
1548,1548,07-1986,uttar pradesh
1549,1549,07-1986,uttar pradesh
1550,1550,07-1986,uttarakhand
1551,1551,08-1986,west bengal
1552,1552,09-1986,west bengal
1553,1553,09-1986,west bengal
1554,1554,09-1986,west bengal
1555,1555,07-1987,telangana
1556,1556,07-1987,goa
1557,1557,07-1987,assam
1558,1558,07-1987,assam
1559,1559,07-1987,assam
1560,1560,07-1987,madhya pradesh
1561,1561,07-1987,manipur
1562,1562,07-1987,bihar
1563,1563,07-1987,assam
1564,1564,07-1987,assam
1565,1565,07-1987,assam
1566,1566,08-1987,goa
1567,1567,08-1987,assam
1568,1568,08-1987,assam
1569,1569,08-1987,assam
1570,1570,08-1987,madhya pradesh
1571,1571,08-1987,bihar
1572,1572,08-1987,assam
1573,1573,08-1987,assam
1574,1574,08-1987,assam
1575,1575,09-1987,assam
1576,1576,09-1987,madhya pradesh
1577,1577,09-1987,bihar
1578,1578,09-1987,assam
1579,1579,10-1987,goa
1580,1580,10-1987,assam
1581,1581,10-1987,assam
1582,1582,10-1987,madhya pradesh
1583,1583,10-1987,assam
1584,1584,10-1987,assam
1585,1585,04-1987,chhattisgarh
1586,1586,10-1987,chhattisgarh
1587,1587,11-1987,kerala
1588,1588,12-1987,kerala
1589,1589,12-1987,kerala
1590,1590,08-1987,maharashtra
1591,1591,08-1987,maharashtra
1592,1592,08-1987,maharashtra
1593,1593,07-1987,orissa
1594,1594,07-1987,orissa
1595,1595,02-1987,punjab
1596,1596,05-1987,uttar pradesh
1597,1597,08-1987,uttar pradesh
1598,1598,08-1987,uttar pradesh
1599,1599,08-1987,uttar pradesh
1600,1600,07-1987,west bengal
1601,1601,08-1987,west bengal
1602,1602,08-1987,west bengal
1603,1603,07-1988,andhra pradesh
1604,1604,07-1988,telangana
1605,1605,07-1988,telangana
1606,1606,07-1988,telangana
1607,1607,07-1988,telangana
1608,1608,08-1988,andhra pradesh
1609,1609,05-1988,goa
1610,1610,05-1988,assam
1611,1611,05-1988,assam
1612,1612,05-1988,assam
1613,1613,05-1988,assam
1614,1614,05-1988,assam
1615,1615,06-1988,assam
1616,1616,06-1988,assam
1617,1617,07-1988,goa
1618,1618,07-1988,assam
1619,1619,07-1988,assam
1620,1620,07-1988,assam
1621,1621,07-1988,madhya pradesh
1622,1622,07-1988,assam
1623,1623,07-1988,assam
1624,1624,07-1988,assam
1625,1625,07-1988,bihar
1626,1626,07-1988,bihar
1627,1627,08-1988,bihar 
1628,1628,06-1988,gujrat
1629,1629,07-1988,gujrat
1630,1630,07-1988,gujrat
1631,1631,07-1988,gujrat
1632,1632,07-1988,gujrat
1633,1633,07-1988,gujrat
1634,1634,07-1988,himachal pradesh
1635,1635,09-1988,gujrat
1636,1636,07-1988,haryana
1637,1637,07-1988,haryana
1638,1638,07-1988,haryana
1639,1639,07-1988,haryana
1640,1640,08-1988,haryana
1641,1641,08-1988,haryana
1642,1642,08-1988,haryana
1643,1643,09-1988,haryana
1644,1644,09-1988,haryana
1645,1645,09-1988,chhattisgarh
1646,1646,09-1988,himachal pradesh
1647,1647,09-1988,himachal pradesh
1648,1648,09-1988,himachal pradesh
1649,1649,06-1988,jammu
1650,1650,08-1988,jammu
1651,1651,07-1988,punjab
1652,1652,06-1988,maharashtra
1653,1653,06-1988,maharashtra
1654,1654,06-1988,maharashtra
1655,1655,07-1988,maharashtra
1656,1656,07-1988,maharashtra
1657,1657,07-1988,maharashtra
1658,1658,07-1988,maharashtra
1659,1659,07-1988,maharashtra
1660,1660,07-1988,chhattisgarh
1661,1661,07-1988,maharashtra
1662,1662,07-1988,maharashtra
1663,1663,07-1988,maharashtra
1664,1664,07-1988,maharashtra
1665,1665,08-1988,maharashtra
1666,1666,08-1988,maharashtra
1667,1667,09-1988,maharashtra
1668,1668,09-1988,maharashtra
1669,1669,09-1988,maharashtra
1670,1670,09-1988,maharashtra
1671,1671,09-1988,maharashtra
1672,1672,10-1988,maharashtra
1673,1673,10-1988,maharashtra
1674,1674,10-1988,maharashtra
1675,1675,10-1988,maharashtra
1676,1676,07-1988,orissa
1677,1677,08-1988,orissa
1678,1678,08-1988,orissa
1679,1679,09-1988,orissa
1680,1680,09-1988,orissa
1681,1681,07-1988,punjab
1682,1682,07-1988,punjab
1683,1683,07-1988,punjab
1684,1684,07-1988,punjab
1685,1685,07-1988,punjab
1686,1686,09-1988,punjab
1687,1687,09-1988,punjab
1688,1688,09-1988,punjab
1689,1689,09-1988,punjab
1690,1690,07-1988,rajasthan
1691,1691,07-1988,rajasthan
1692,1692,07-1988,rajasthan
1693,1693,05-1988,tripura
1694,1694,06-1988,west bengal
1695,1695,06-1988,west bengal
1696,1696,06-1988,west bengal
1697,1697,07-1988,west bengal
1698,1698,08-1988,west bengal
1699,1699,06-1988,haryana
1700,1700,06-1988,haryana
1701,1701,07-1988,haryana
1702,1702,07-1988,haryana
1703,1703,09-1988,delhi
1704,1704,07-1989,telangana
1705,1705,07-1989,telangana
1706,1706,07-1989,telangana
1707,1707,07-1989,telangana
1708,1708,07-1989,telangana
1709,1709,06-1989,arunachal pradesh
1710,1710,06-1989,assam
1711,1711,06-1989,assam
1712,1712,07-1989,goa
1713,1713,07-1989,assam
1714,1714,07-1989,assam
1715,1715,07-1989,assam
1716,1716,07-1989,assam
1717,1717,07-1989,madhya pradesh
1718,1718,07-1989,assam
1719,1719,07-1989,assam
1720,1720,07-1989,assam
1721,1721,10-1989,assam
1722,1722,10-1989,bihar
1723,1723,10-1989,bihar 
1724,1724,07-1989,gujrat
1725,1725,08-1989,gujrat
1726,1726,08-1989,haryana
1727,1727,07-1989,jammu
1728,1728,07-1989,jammu
1729,1729,07-1989,punjab
1730,1730,06-1989,kerala
1731,1731,06-1989,kerala
1732,1732,07-1989,kerala
1733,1733,07-1989,kerala
1734,1734,07-1989,kerala
1735,1735,08-1989,chhattisgarh
1736,1736,06-1989,maharashtra
1737,1737,06-1989,amaravati
1738,1738,07-1989,chattisgarh
1739,1739,07-1989,maharashtra
1740,1740,07-1989,maharashtra
1741,1741,07-1989,maharashtra
1742,1742,07-1989,maharashtra
1743,1743,07-1989,orissa
1744,1744,07-1989,orissa
1745,1745,08-1989,orissa
1746,1746,09-1989,orissa
1747,1747,07-1989,punjab
1748,1748,07-1989,punjab
1749,1749,07-1989,punjab
1750,1750,07-1989,rajasthan
1751,1751,07-1989,tamil nadu
1752,1752,07-1989,west bengal
1753,1753,12-1989,haryana
1754,1754,12-1989,haryana
1755,1755,08-1990,telangana
1756,1756,08-1990,telangana
1757,1757,08-1990,telangana
1758,1758,06-1990,arunachal pradesh
1759,1759,07-1990,arunachal pradesh
1760,1760,06-1990,assam
1761,1761,06-1990,assam
1762,1762,06-1990,assam
1763,1763,06-1990,madhya pradesh
1764,1764,06-1990,bihar
1765,1765,06-1990,assam
1766,1766,06-1990,assam
1767,1767,08-1990,assam
1768,1768,08-1990,assam
1769,1769,08-1990,assam
1770,1770,08-1990,madhya pradesh
1771,1771,08-1990,bihar
1772,1772,08-1990,assam
1773,1773,08-1990,assam
1774,1774,09-1990,assam
1775,1775,09-1990,assam
1776,1776,10-1990,goa
1777,1777,10-1990,assam
1778,1778,10-1990,assam
1779,1779,10-1990,bihar
1780,1780,10-1990,assam
1781,1781,10-1990,assam
1782,1782,07-1990,bihar
1783,1783,07-1990,bihar
1784,1784,07-1990,bihar
1785,1785,07-1990,bihar
1786,1786,07-1990,bihar 
1787,1787,08-1990,gujrat
1788,1788,08-1990,gujrat
1789,1789,08-1990,gujrat
1790,1790,08-1990,gujrat
1791,1791,07-1990,himachal pradesh
1792,1792,07-1990,himachal pradesh
1793,1793,07-1990,himachal pradesh
1794,1794,07-1990,himachal pradesh
1795,1795,09-1990,himachal pradesh
1796,1796,08-1990,jammu
1797,1797,09-1990,jammu
1798,1798,05-1990,kerala
1799,1799,07-1990,kerala
1800,1800,11-1990,kerala
1801,1801,08-1990,chhattisgarh
1802,1802,08-1990,chhattisgarh
1803,1803,08-1990,madhya pradesh
1804,1804,09-1990,madhya pradesh
1805,1805,09-1990,madhya pradesh
1806,1806,09-1990,madhya pradesh
1807,1807,06-1990,maharashtra
1808,1808,06-1990,maharashtra
1809,1809,06-1990,maharashtra
1810,1810,06-1990,maharashtra
1811,1811,06-1990,maharashtra
1812,1812,06-1990,maharashtra
1813,1813,07-1990,maharashtra
1814,1814,08-1990,maharashtra
1815,1815,08-1990,maharashtra
1816,1816,08-1990,maharashtra
1817,1817,08-1990,maharashtra
1818,1818,08-1990,maharashtra
1819,1819,08-1990,maharashtra
1820,1820,08-1990,maharashtra
1821,1821,08-1990,maharashtra
1822,1822,09-1990,maharashtra
1823,1823,10-1990,maharashtra
1824,1824,07-1990,manipur
1825,1825,07-1990,manipur
1826,1826,07-1990,kohima
1827,1827,08-1990,orissa
1828,1828,08-1990,orissa
1829,1829,08-1990,orissa
1830,1830,09-1990,orissa
1831,1831,10-1990,orissa
1832,1832,10-1990,orissa
1833,1833,11-1990,orissa
1834,1834,11-1990,orissa
1835,1835,09-1990,punjab
1836,1836,09-1990,punjab
